segmentnr	original	stemmed
BO_K12_D0644=D0882_H0497:40b-0	@40b rgya gar skad du /	rgya gar skad du 
BO_K12_D0644=D0882_H0497:40b-1	a'arya aashta manda la ka n'a ma mah'a y'a na s'u tra /	aarya aashta manda la ka na ma maha ya na su tra 
BO_K12_D0644=D0882_H0497:40b-2	bod skad du /	bod skad du 
BO_K12_D0644=D0882_H0497:40b-3	'phags pa dkyil 'khor brgyad pa zhes bya ba theg pa chen po'i mdo /	phag ba dkyil khor brgyad ba zhes byed ba theg ba chen po mdo 
BO_K12_D0644=D0882_H0497:40b-4	sangs rgyas dang / byang chub sems dpa' thams cad la phyag 'tshal lo //	sangs rgya dang byang chub sems dpa thams cad la phyag tshal lo 
BO_K12_D0644=D0882_H0497:40b-5	'di skad bdag gis thos pa dus gcig na /	di skad bdag gis thos ba dus gcig na 
BO_K12_D0644=D0882_H0497:40b-6	bcom ldan 'das ri gru 'dzin na 'phags pa spyan ras gzigs dbang phyug gi gnas na byang chub sems dpa' bye ba khrag khrig 'bum phrag du ma dang thabs gcig tu bzhugs te /	joms ldan da ri gru dzin na phag ba spyan ras gzigs dbang phyug gi gnas na byang chub sems dpa bye ba khrag khrig bum phrag du ma dang thabs gcig tu bzhugs te 
BO_K12_D0644=D0882_H0497:41a-0	de nas byang chub sems dpa' sems dpa' chen po rin chen snying po zla ba snang ba zhes @41a *//	de nas byang chub sems dpa sems dpa chen po rin chen snying po zla ba snang ba zhes 
BO_K12_D0644=D0882_H0497:41a-1	bya ba byang chub sems dpa'i 'khor de nyid du 'dus par gyur nas 'dug pa de stan las langs nas /	byed ba byang chub sems dpa khor de nyid du du ba gyur nas dug ba de stan las ldang nas 
BO_K12_D0644=D0882_H0497:41a-2	chos gos phrag pa gcig tu gzar te pus mo g-yas pa'i lha nga sa la btsugs nas /	chos gos phrag ba gcig tu gzar te pus mo g-yas ba lha nga sa la btsugs nas 
BO_K12_D0644=D0882_H0497:41a-3	bcom ldan 'das ga la ba de logs su thal mo sbyar ba btud de bcom ldan 'das la 'di skad ces gsol to //	joms ldan da ga la ba de logs su thal mo sbyor ba dud de joms ldan da la di skad ces gsol to 
BO_K12_D0644=D0882_H0497:41a-4	gal te zhus nas zhu ba lung bstan pa'i slad du bcom ldan 'das kyis bdag la skabs phye na /	gal te zhus nas ju ba lung ston ba slad du joms ldan da kyis bdag la skabs byed na 
BO_K12_D0644=D0882_H0497:41a-5	bcom ldan 'das de bzhin gshegs pa dgra bcom pa yang dag par rdzogs pa'i sangs rgyas la bdag phyogs 'ga' zhig zhu'o de skad ces gsol pa dang / bcom ldan 'das kyis byang chub sems dpa' sems dpa' chen po rin chen snying po zla ba snang ba la 'di skad ces bka' stsal to //	joms ldan da de bzhin gshegs ba dgra joms ba yang dag ba rdzogs ba sangs rgya la bdag phyogs ga jig ju de skad ces gsol ba dang joms ldan da kyis byang chub sems dpa sems dpa chen po rin chen snying po zla ba snang ba la di skad ces bka stsal to 
BO_K12_D0644=D0882_H0497:41a-6	rin chen snying po zla ba snang ba /	rin chen snying po zla ba snang ba 
BO_K12_D0644=D0882_H0497:41a-7	khyod ci dang / ci 'dod pa dris shig dang / ngas dris pa de dang / de'i lung bstan pas khyod kyi sems rangs par bya'o //	khyod ci dang ci dod ba dri shig dang ngas dri ba de dang de lung ston ba khyod kyi sems rangs ba byed 
BO_K12_D0644=D0882_H0497:41a-8	de skad ces bka' stsal pa dang / byang chub sems dpa' sems dpa' chen po rin chen snying po zla ba snang bas /	de skad ces bka stsal ba dang byang chub sems dpa sems dpa chen po rin chen snying po zla ba snang ba 
BO_K12_D0644=D0882_H0497:41a-9	bcom ldan 'das la 'di skad ces gsol to //	joms ldan da la di skad ces gsol to 
BO_K12_D0644=D0882_H0497:41a-10	bcom ldan 'das /	joms ldan da 
BO_K12_D0644=D0882_H0497:41a-11	rigs kyi bu'am /	rigs kyi bu 
BO_K12_D0644=D0882_H0497:41a-12	rigs kyi bu mo gang la la zhig dkyil 'khor brgyad pa bgyid par 'tshal na des ji ltar bgyi /	rigs kyi bu mo gang la la jig dkyil khor brgyad ba bgyid ba tshal na des ji ltar bgyid 
BO_K12_D0644=D0882_H0497:41b-0	@41b bcom ldan 'das kyis bka' stsal pa /	joms ldan da kyis bka stsal ba 
BO_K12_D0644=D0882_H0497:41b-1	rigs kyi bu /	rigs kyi bu 
BO_K12_D0644=D0882_H0497:41b-2	khyod skye bo mang po la shin tu phan pa dang / skye bo mang po la bde ba dang / dus gsum du skyes pa'i sems can rnams kyi mtshungs pa med pa'i ye shes bsgrub pa'i phyir /	khyod skye bo mang po la shin tu phan ba dang skye bo mang po la bde ba dang dus gsum du skye ba sems can rnams kyi mtshungs ba med ba ye shes sgrub ba phyir 
BO_K12_D0644=D0882_H0497:41b-3	rigs kyi bu /	rigs kyi bu 
