segmentnr	original	folio	stemmed
BO_TZ43_PI-043:2000	kong btshun de mo /	200	kong btshun de mo 
BO_TZ43_PI-043:2001	rdo rje sman gcig	200	rdo rje sman gcig 
BO_TZ43_PI-043:2002	/rdo rje gzugs legs ma /	200	rje gzugs legs ma 
BO_TZ43_PI-043:2003	rdo rje g.yar mo bsil te sman btshun bzhi la dkar zlum bzhi'o //	200	rdo rje g.yar mo bsil te sman btshun bzhi la dkar zlum bzhi 
BO_TZ43_PI-043:2004	gtsho mo tshhe ring ma'i gtor ma zlum po rtshe gsum zur gsum cung zad dgu ba /	200	gtsho mo tshhe ring ma thor ma zlum po rtshe gsum zur gsum cung zad dgu ba 
BO_TZ43_PI-043:2005	zhal bzang ma zlum ldem /	200	zhal bzang ma zlum ldem 
BO_TZ43_PI-043:2006	blo bzang ma 'brang rgyas /	200	blo bzang ma brang rgya 
BO_TZ43_PI-043:2007	cod pan mgrin bzang la bong bu'i rmig pa lta bu /	200	cod pan mgrin bzang la bong bu rmig ba lta bu 
BO_TZ43_PI-043:2008	gtad dkar 'gros bzang ma bya mchu'i dbyibs lta bu'o /	200	gtod dkar gros bzang ma byed mchu dbyibs lta bu 
BO_TZ43_PI-043:2009	! /bsgrig lugs ni /	200	lugs ni 
BO_TZ43_PI-043:2010	dbus su tshhe ring ma /	201	dbus su tshhe ring ma 
BO_TZ43_PI-043:2011	de'i g.yas su dud sol ma /	201	de g.yas su dud sol ma 
BO_TZ43_PI-043:2012	g.yon du sngags srung ma /	201	g.yon du sngags srung ma 
BO_TZ43_PI-043:2013	mdun du kong btshun de mo /	201	mdun du kong btshun de mo 
BO_TZ43_PI-043:2014	g.yon zur du gangs dkar sha med ma /	201	g.yon zur du gangs dkar sha med ma 
BO_TZ43_PI-043:2015	rgyab tu rdo rje kun grags ma /	201	rgyab tu rdo rje kun grags ma 
BO_TZ43_PI-043:2016	shar du mthing gi zhal bzang ma /	201	char du mthing gi zhal bzang ma 
BO_TZ43_PI-043:2017	de'i g.yas su btshan la rol pa ma /	201	de g.yas su btshan la rol ba ma 
BO_TZ43_PI-043:2018	g.yon du g.yu'i dril bu rdo rje gzugs legs ma /	201	g.yon du g.yu dril bu rdo rje gzugs legs ma 
BO_TZ43_PI-043:2019	mdun du rdo rje g.yar mo bsil /	201	mdun du rdo rje g.yar mo bsil 
BO_TZ43_PI-043:2020	lhor mi g.yo blo bzang ma /	202	lhor mi g.yo blo bzang ma 
BO_TZ43_PI-043:2021	de'i g.yas su kha rag khyung btshun /	202	de g.yas su kha rag khyung btshun 
BO_TZ43_PI-043:2022	g.yon du gser chen mkha' lding /	202	g.yon du gser chen mkha lding 
BO_TZ43_PI-043:2023	mdun du rma ri rab 'byams /	202	mdun du rma ri rab byam 
BO_TZ43_PI-043:2024	nub tu cod pan mgrin bzang ma /	202	nub tu cod pan mgrin bzang ma 
BO_TZ43_PI-043:2025	de'i g.yas su dpal ldan ha ri rdo rje g.ya' ma skyong /	202	de g.yas su dpal ldan ha ri rdo rje g.ya ma skyong 
BO_TZ43_PI-043:2026	g.yon du gangs kyi yum chen rdo rje kun bzang ma /	202	g.yon du gangs kyi yum chen rdo rje kun bzang ma 
BO_TZ43_PI-043:2027	mdun du 'brog chen 'khor 'dul lo //	202	mdun du brog chen khor dul lo 
BO_TZ43_PI-043:2028	byang du gtad dkar 'gros bzang ma /	202	byang du gtod dkar gros bzang ma 
BO_TZ43_PI-043:2029	de'i g.yas su srin mo g.yag gdong ma /	202	de g.yas su srin mo g.yag gdong ma 
BO_TZ43_PI-043:2030	g.yon du dom gdong ma /	203	g.yon du dom gdong ma 
BO_TZ43_PI-043:2031	mdun du za ba bya rgod gdong /	203	mdun du za ba byed rgod gdong 
BO_TZ43_PI-043:2032	rgyab tu gsod byed spyang gdong ma rnams bkod /	203	rgyab tu gsod byed spyang gdong ma rnams bkod 
BO_TZ43_PI-043:2033	gzhan thams cad rang gzhung ltar byas pas 'thus so //	203	gzhan thams cad rang gzhung ltar byed ba thus so 
BO_TZ43_PI-043:2034	bca' gzhi bkod lugs dang / mngon rtogs bsgom tshhul cung mi mtshhungs par 'dug pas 'dir mngon rtogs dang mthun par 'god tshhul bris pa'o //	203	chos gzhi bkod lugs dang mngon rtogs bsgom tshhul cung mi mtshhungs ba dug ba dir mngon rtogs dang mthun ba god tshhul bri ba 
BO_TZ43_PI-043:2035	sarba mang+ga lam/// /	203	sarba mang+ga 
