segmentnr	original	stemmed
BO_K03_D0009-3_H0010-3:363a-2	de ci'i phyir zhe na /	de ci phyir zhe na 
BO_K03_D0009-3_H0010-3:363a-3	rab 'byor / 'di ltar chos thams cad ni chos kyi dbyings so //	rab byor di ltar chos thams cad ni chos kyi dbyings so 
BO_K03_D0009-3_H0010-3:363a-4	gsol pa / bcom ldan 'das; ci'i slad du chos thams cad chos kyi dbyings lags /	gsol ba joms ldan das; ci slad du chos thams cad chos kyi dbyings lags 
BO_K03_D0009-3_H0010-3:363a-5	bcom ldan 'das kyis bka' stsal pa /	joms ldan da kyis bka stsal ba 
BO_K03_D0009-3_H0010-3:363a-6	rab 'byor / 'di ltar de bzhin gshegs pa rnams byung yang rung /	rab byor di ltar de bzhin gshegs ba rnams byung yang rung 
BO_K03_D0009-3_H0010-3:363a-7	ma byung yang rung ste /	ma byung yang rung ste 
BO_K03_D0009-3_H0010-3:363a-8	dbyer med pa'i tshul gyis chos rnams kyi chos kyi dbyings ni de bzhin du gnas pa ste /	dbyer med ba tshul gyis chos rnams kyi chos kyi dbyings ni de bzhin du gnas ba ste 
BO_K03_D0009-3_H0010-3:363a-9	rab 'byor / chos kyi dbyings ni 'di lta ste /	rab byor chos kyi dbyings ni di lta ste 
BO_K03_D0009-3_H0010-3:363a-10	dge ba dang / mi dge ba'i chos dang / 'jig rten pa dang / 'jig rten las 'das pa dang / zag pa dang bcas pa dang / zag pa med pa'i chos dang / kha na ma tho ba dang bcas pa dang / kha na ma tho ba med pa'i chos dang /	dge ba dang mi dge ba chos dang jig rten ba dang jig rten las da ba dang zag ba dang cha ba dang zag ba med ba chos dang kha na ma tho ba dang cha ba dang kha na ma tho ba med ba chos dang 
BO_K03_D0009-3_H0010-3:363a-11	'dus byas dang / 'dus ma byas kyi chos thams cad de /	du byed dang du ma byed kyi chos thams cad de 
BO_K03_D0009-3_H0010-3:363a-12	rab 'byor / de ltar na byang chub sems dpa' sems dpa' chen po shes rab kyi pha rol tu phyin pa la spyod pas /	rab byor de ltar na byang chub sems dpa sems dpa chen po shes rab kyi pha rol tu phyin ba la spyod ba 
BO_K03_D0009-3_H0010-3:363a-13	chos kyi dbyings la slob pas chos thams cad la bslab par 'gyur ro //	chos kyi dbyings la slob ba chos thams cad la bslab ba gyur ro 
BO_K03_D0009-3_H0010-3:363a-14	gsol pa / bcom ldan 'das /	gsol ba joms ldan da 
BO_K03_D0009-3_H0010-3:363a-15	gal te chos thams cad chos kyi dbyings lags na /	gal te chos thams cad chos kyi dbyings lags na 
BO_K03_D0009-3_H0010-3:363a-16	byang chub sems dpa' sems dpa' chen po shes rab kyi pha rol tu phyin pa la spyod pas /	byang chub sems dpa sems dpa chen po shes rab kyi pha rol tu phyin ba la spyod ba 
BO_K03_D0009-3_H0010-3:363a-17	ji ltar gzugs la bslab par bgyi /	ji ltar gzugs la bslab ba bgyid 
BO_K03_D0009-3_H0010-3:363a-18	ji ltar tshor ba dang / 'du shes dang / 'du byed dang / rnam par shes pa la bslab par bgyi /	ji ltar tshor ba dang du shes dang du byed dang rnam ba shes ba la bslab ba bgyid 
BO_K03_D0009-3_H0010-3:363b-0	ji @363b ltar skye mched dang / khams dang / rten cing 'brel bar 'byung ba la bslab par bgyi /	ji ltar skye mched dang khams dang rten cing brel ba byung ba la bslab ba bgyid 
BO_K03_D0009-3_H0010-3:363b-1	ji ltar sbyin pa'i pha rol tu phyin pa la bslab par bgyi /	ji ltar sbyin ba pha rol tu phyin ba la bslab ba bgyid 
