segmentnr	original	stemmed
BO_K10_D0174_H0175:73b-3	ci'ang med pa /	ci med ba 
BO_K10_D0174_H0175:73b-4	phyin ci log dang ldan pa'i 'du byed las byung ba /	phyin ci log dang ldan ba du byed las byung ba 
BO_K10_D0174_H0175:73b-5	rgyu dang / rkyen la rag lus pa /	rgyu dang rkyen la rag lus ba 
BO_K10_D0174_H0175:73b-6	yid kyi skye mched dang / chos kyi skye mched byas pa /	yid kyi skye mched dang chos kyi skye mched byed ba 
BO_K10_D0174_H0175:73b-7	byed pa / byed pa med pa /	byed ba byed ba med ba 
BO_K10_D0174_H0175:73b-8	yid kyi skye mched kyis chos kyi skye mched du rnam par mi rtog /	yid kyi skye mched kyis chos kyi skye mched du rnam ba mi rtogs 
BO_K10_D0174_H0175:73b-9	chos kyi skye mched kyang yid kyi skye mched du rnam par mi rtog par shes so //	chos kyi skye mched kyang yid kyi skye mched du rnam ba mi rtogs ba shes so 
BO_K10_D0174_H0175:73b-10	de ci'i phyir zhe na /	de ci phyir zhe na 
BO_K10_D0174_H0175:73b-11	gnyis ka'i dang bral ba'i phyir ro //	gnyis ka dang bral ba phyir ro 
BO_K10_D0174_H0175:73b-12	de ltar mtshan nyid gnyis dang bral bas na de la rnam par dbyer med do //	de ltar mtshan nyid gnyis dang bral ba na de la rnam ba dbyer med do 
BO_K10_D0174_H0175:73b-13	skye mched de dag ni rten cing 'brel te byung ba yin yang bus pa so so'i skye bo dag phyin ci log tu sems pa'i rjes su brjod pa yin no //	skye mched de dag ni rten cing brel te byung ba yin yang bud ba so so skye bo dag phyin ci log tu sems ba rjes su rjod ba yin no 
BO_K10_D0174_H0175:73b-14	'phags pa rnams kyis khong du chud cing rtogs pa ltar na yid kyi skye mched mi skye ba /	phag ba rnams kyis khong du chud cing rtogs ba ltar na yid kyi skye mched mi skye ba 
BO_K10_D0174_H0175:73b-15	ma skyes pa /	ma skye ba 
BO_K10_D0174_H0175:73b-16	mi 'gag pa /	mi gag ba 
BO_K10_D0174_H0175:73b-17	mi 'ong ba /	mi ng ba 
BO_K10_D0174_H0175:73b-18	ma song ba ste /	ma gro ba ste 
BO_K10_D0174_H0175:73b-19	yid kyis yid mi shes /	yid kyis yid mi shes 
BO_K10_D0174_H0175:73b-20	yid du rnam par mi rtog /	yid du rnam ba mi rtogs 
BO_K10_D0174_H0175:73b-21	chos kyis chos su mi shes /	chos kyis chos su mi shes 
BO_K10_D0174_H0175:73b-22	chos su rnam par mi rtog ste /	chos su rnam ba mi rtogs ste 
BO_K10_D0174_H0175:73b-23	gnyis ka stong pa'i phyir ro //	gnyis ka stong ba phyir ro 
BO_K10_D0174_H0175:73b-24	gnyis ka dang bral ba'i phyir yid kyis yid kyi mtshan nyid mi shes /	gnyis ka dang bral ba phyir yid kyis yid kyi mtshan nyid mi shes 
