segmentnr	original	stemmed
BO_K12_D0760=D0965_H0699:375a-0	@375a bod skad du /	bod skad du 
BO_K12_D0760=D0965_H0699:375a-1	rdo rje gnam lcags mchu zhes bya ba'i gzungs /	rdo rje gnam lcags mchu zhes byed ba gzungs 
BO_K12_D0760=D0965_H0699:375a-2	thams cad mkhyen pa la phyag 'tshal lo //	thams cad mkhyen ba la phyag tshal lo 
BO_K12_D0760=D0965_H0699:375a-3	de nas tshangs pa dang / khyab 'jug dang / dbang phyug chen po dang / rgyal po chen po bzhis bcom ldan 'das la lan gsum bskor ba byas te phyag 'tshal nas bcom ldan 'das la 'di skad ces gsol to //	de nas tshangs ba dang khyab jug dang dbang phyug chen po dang rgyal po chen po bzhis joms ldan da la lan gsum skor ba byed te phyag tshal nas joms ldan da la di skad ces gsol to 
BO_K12_D0760=D0965_H0699:375a-4	bcom ldan 'das /	joms ldan da 
BO_K12_D0760=D0965_H0699:375a-5	bdag cag thams cad 'dus nas klu thams cad kyi snying 'phrog par bgyid pa /	bdag cag thams cad du nas klu thams cad kyi snying phrog ba bgyid ba 
BO_K12_D0760=D0965_H0699:375a-6	snying 'gum par bgyid pa /	snying gum ba bgyid ba 
BO_K12_D0760=D0965_H0699:375a-7	klu ma rungs pa rnams kyi rigs phung bar 'gyur ba /	klu ma rungs ba rnams kyi rigs phung ba gyur ba 
BO_K12_D0760=D0965_H0699:375a-8	rlung dang / ser ba'i sprin thams cad zlog bar bgyid pa /	rlung dang ser ba sprin thams cad zlog ba bgyid ba 
BO_K12_D0760=D0965_H0699:375a-9	me tog dang / 'bras bu dang / lo tog thams cad 'byor par bgyid pa /	me tog dang bras bu dang lo tog thams cad byor ba bgyid ba 
BO_K12_D0760=D0965_H0699:375a-10	rdo rje gnam lcags mchu zhes bya ba'i gzungs brjod par 'tshal gyi /	rdo rje gnam lcags mchu zhes byed ba gzungs rjod ba tshal gyi 
BO_K12_D0760=D0965_H0699:375a-11	bcom ldan 'das kyis sems can thams cad kyi don mdzad pa'i slad du byin gyis brlab tu gsol /	joms ldan da kyis sems can thams cad kyi don mdzad ba slad du byin gyis brlab tu gsol 
