segmentnr	original	stemmed
BO_K12_D0625=D1016_H0548:285a-0	@285a rgya gar skad du /	rgya gar skad du 
BO_K12_D0625=D1016_H0548:285a-1	a'arya dzvar pra sha ma ni n'a ma dhva ra ni /	aarya dzvar pra sha ma ni na ma dhva ra ni 
BO_K12_D0625=D1016_H0548:285a-2	bod skad du /	bod skad du 
BO_K12_D0625=D1016_H0548:285a-3	'phags pa rims nad rab tu zhi bar byed pa ces bya ba'i gzungs /	phag ba rims nad rab tu zhi ba byed ba ces byed ba gzungs 
BO_K12_D0625=D1016_H0548:285a-4	sangs rgyas dang / byang chub sems dpa' thams cad la phyag 'tshal lo //	sangs rgya dang byang chub sems dpa thams cad la phyag tshal lo 
BO_K12_D0625=D1016_H0548:285a-5	'od skad bdag gis thos pa dus gcig na /	d skad bdag gis thos ba dus gcig na 
BO_K12_D0625=D1016_H0548:285a-6	bcom ldan 'das rgyal po'i khab dur khrod chen po bsil ba'i tshal na bzhugs so //	joms ldan da rgyal po khab dur khrod chen po bsil ba tshal na bzhugs so 
BO_K12_D0625=D1016_H0548:285a-7	de nas dge slong zhig bcom ldan 'das ga la ba der song ste phyin nas bcom ldan 'das kyi zhabs la mgo bos phyag 'tshal te phyogs gcig tu 'dug go /	de nas dge slong jig joms ldan da ga la ba der gro ste phyin nas joms ldan da kyi zhabs la mgo bod phyag tshal te phyogs gcig tu dug go 
BO_K12_D0625=D1016_H0548:285a-8	phyogs gcig tu 'dug nas dge slong des bcom ldan 'das la 'di skad ces gsol to //	phyogs gcig tu dug nas dge slong des joms ldan da la di skad ces gsol to 
BO_K12_D0625=D1016_H0548:285a-9	btsun pa bcom ldan 'das /	btsun ba joms ldan da 
BO_K12_D0625=D1016_H0548:285a-10	'di na sems can rnams rims nad kyis gtses par mchis na /	di na sems can rnams rims nad kyis gtses ba mchis na 
BO_K12_D0625=D1016_H0548:285a-11	bcom ldan 'das /	joms ldan da 
BO_K12_D0625=D1016_H0548:285a-12	de dag srung du gsol /	de dag srung du gsol 
BO_K12_D0625=D1016_H0548:285a-13	de nas bcom ldan 'das kyis tshe dang ldan pa kun dga' bo la bka' stsal pa /	de nas joms ldan da kyis tshe dang ldan ba kun dga bo la bka stsal ba 
BO_K12_D0625=D1016_H0548:285a-14	kun dga' bo /	kun dga bo 
BO_K12_D0625=D1016_H0548:285b-0	phyogs 'di na me lce'i phreng bzhes bya ba'i rims nad @285b 'dug ste /	phyogs di na me lce phreng bzhes byed ba rims nad dug ste 
BO_K12_D0625=D1016_H0548:285b-1	sems can rnams la nyin gcig pa dang / nyin gnyis pa dang / nyin gsum pa dang / nyan bzhi pa la sogs pa la thugs rje dang ldan pas brtse bar byed pas de srung ba'i gsang sngags kyi gzhi rnams 'di dag yin no //	sems can rnams la nyin gcig ba dang nyin gnyis ba dang nyin gsum ba dang nyan bzhi ba la sogs ba la thugs rje dang ldan ba brtse ba byed ba de srung ba gsang sngags kyi gzhi rnams di dag yin no 
BO_K12_D0625=D1016_H0548:285b-2	tadya th'a / dzva la ni dzva la ni /	tadya tha dzva la ni dzva la ni 
BO_K12_D0625=D1016_H0548:285b-3	pra ti ba ni pra sha ma ni /	pra ti ba ni pra sha ma ni 
BO_K12_D0625=D1016_H0548:285b-4	bdag gi rims nad song zhig /	bdag gi rims nad gro jig 
BO_K12_D0625=D1016_H0548:285b-5	ma 'dug cig sv'ah'a /	ma dug cig svaha 
BO_K12_D0625=D1016_H0548:285b-6	bden pa dang / bden pa'i tshig dang / 'jig rten na sangs rgyas dang / chos dang / dge 'dun gyi bden pa dang bden pa'i tshig gis bdag gi rims nad song zhig /	bden ba dang bden ba tshig dang jig rten na sangs rgya dang chos dang dge dun gyi bden ba dang bden ba tshig gis bdag gi rims nad gro jig 
BO_K12_D0625=D1016_H0548:285b-7	ma 'dug cig sv'ah'a /	ma dug cig svaha 
BO_K12_D0625=D1016_H0548:285b-8	siddham tu mantra pa t'a ba dha ra bidya na pra ma aa nu mo do sv'ah'a /	siddham tu mantra ba ta ba dha ra bidya na pra ma aa nu mo do svaha 
BO_K12_D0625=D1016_H0548:285b-9	skud pa nag po la lan nyi shu rtsa gcig bzlas shing mdud pa nyi shu gcig bor ro //	skud ba nag po la lan nyi shu rtsa gcig bzlas shing mdud ba nyi shu gcig bor ro 
BO_K12_D0625=D1016_H0548:285b-10	bcom ldan 'das kyis de skad ces bka' stsal nas dge slong de dag yi rang ste bcom ldan 'das kyis gsungs pa la mngon par bstod do //	joms ldan da kyis de skad ces bka stsal nas dge slong de dag yi rang ste joms ldan da kyis gsungs ba la mngon ba bstod do 
BO_K12_D0625=D1016_H0548:285b-11	'phags pa rims nad rab tu zhi bar byed pa'i gzungs rdzogs so ////	phag ba rims nad rab tu zhi ba byed ba gzungs rdzogs so 
