segmentnr	original	folio	stemmed
BO_TZ45_BI-010:0	ommahagurukhromkarugingakaratshamunatritaya: kaladunatitshitralab+h+yob+h+yo : omshiladugingakaradzarbadadushigashig :	0	ommahagurukhromkarugingakaratshamunatritaya: kaladunatitshitralab+h+yob+h+yo omshiladugingakaradzarbadadushigashig 
BO_TZ45_BI-010:1	nagadunadunadutritritrizlogazlog : omakatshatumarayarbadarbad :	0	nagadunadunadutritritrizlogazlog omakatshatumarayarbadarbad 
BO_TZ45_BI-010:2	rak+tadutrisnyingal b+h+yob+h+yo : tshhabatshhanamarayanan :	0	rak+tadutrisnyingal b+h+yob+h+yo tshhabatshhanamarayanan 
BO_TZ45_BI-010:3	nan : omdunadunashigashig :	0	nan omdunadunashigashig 
BO_TZ45_BI-010:4	hagatshhalapakhaladun+tetib+h+yob+h+yo : hakhyingasharutrikhalab+h+yob+h+yo :	0	hagatshhalapakhaladun+tetib+h+yob+h+yo hakhyingasharutrikhalab+h+yob+h+yo 
BO_TZ45_BI-010:5	tshit+tazungazungayangayangarmugarmugachumachumabamarilamarayarbadarbad : omdukhyinganagapond bdagagisrogalarbadarbad :	0	tshit+tazungazungayangayangarmugarmugachumachumabamarilamarayarbadarbad omdukhyinganagapond bdagagisrogalarbadarbad 
BO_TZ45_BI-010:6	sprakhyinganagapobadunadrugagishalazozo : khrochukholamargyanadakyisnyingalab+h+yob+h+yo :	0	sprakhyinganagapobadunadrugagishalazozo khrochukholamargyanadakyisnyingalab+h+yob+h+yo 
BO_TZ45_BI-010:7	byakhyunganagaporgyugagazeragyisnyingalarbadarbad : lcagasasdiganagaporgyalabasenagyisrogalachumachum :	0	byakhyunganagaporgyugagazeragyisnyingalarbadarbad lcagasasdiganagaporgyalabasenagyisrogalachumachum 
BO_TZ45_BI-010:8	phaganag khrogatum rimasayamasakyidabugasalasdudasdud :	0	phaganag khrogatum rimasayamasakyidabugasalasdudasdud 
BO_TZ45_BI-010:9	trikhromanagaposhakholagyisnyingalab+h+yob+h+yo : b+hitrinagapokhragaskyugaginadalathunathun :	0	trikhromanagaposhakholagyisnyingalab+h+yob+h+yo b+hitrinagapokhragaskyugaginadalathunathun 
BO_TZ45_BI-010:10	artshigadamarapodamarabashalagyisrogalarngubarngub : karunagaporgya'abrumagyinadal shigashig :	1	artshigadamarapodamarabashalagyisrogalarngubarngub karunagaporgyaabrumagyinadal shigashig 
BO_TZ45_BI-010:11	khatranagaporgyamadzeragyisrogalahurahur : yak+shanagapo'agonadakyisrogalarbadarbad :	1	khatranagaporgyamadzeragyisrogalahurahur yak+shanagapoagonadakyisrogalarbadarbad 
BO_TZ45_BI-010:12	trikhromaradzakhragaskyugaginadalathunathun : khromgarupany+tsha'abyungalnga'inadalashigashig :	1	trikhromaradzakhragaskyugaginadalathunathun khromgarupany+tshaabyungalnganadalashigashig 
BO_TZ45_BI-010:13	nadabadagarimasabadagaphomo myogamyogadriladrilathunathunarbadarbadaswaha: 'ba' gru pa dgon gyi par ma la 'di btags snang /	1	nadabadagarimasabadagaphomo myogamyogadriladrilathunathunarbadarbadaswaha: ba gru ba dgon gyi ba ma la di dogs snang 
