segmentnr	original	stemmed
BO_K12_D0696=D0910_H0663:1b-0	@1b #// rgya gar skad du /	rgya gar skad du 
BO_K12_D0696=D0910_H0663:1b-1	a'arya aa ba lo ki te shva ra n'a ma dha ra ni /	aarya aa ba lo ki te shva ra na ma dha ra ni 
BO_K12_D0696=D0910_H0663:1b-2	bod skad du /	bod skad du 
BO_K12_D0696=D0910_H0663:1b-3	'phags pa spyan ras gzigs dbang phyug gi gzungs zhes bya ba /	phag ba spyan ras gzigs dbang phyug gi gzungs zhes byed ba 
BO_K12_D0696=D0910_H0663:1b-4	'phags pa spyan ras gzigs thugs rje chen po dang ldan pa la phyag 'tshal lo //	phag ba spyan ras gzigs thugs rje chen po dang ldan ba la phyag tshal lo 
BO_K12_D0696=D0910_H0663:2a-0	'phags pa spyan ras gzigs dbang phyug byams pa'i ngang las snying rje'i shugs kyis byang chub kyi sems @2a *//	phag ba spyan ras gzigs dbang phyug byams ba ngang las snying rje shugs kyis byang chub kyi sems 
BO_K12_D0696=D0910_H0663:2a-1	rab tu bskyed nas padma dang / nyi ma dang / zla ba'i gdan la hr'i:'i 'phro 'du las zhal gcig pa la phyag bzhi pa /	rab tu skyed nas padma dang nyi ma dang zla ba gdan la hr: phro du las zhal gcig ba la phyag bzhi ba 
BO_K12_D0696=D0910_H0663:2a-2	dang po gnyis thal mo sbyar ba /	dang po gnyis thal mo sbyor ba 
BO_K12_D0696=D0910_H0663:2a-3	g-yas 'og ma na bgrang phreng mu tig dkar po /	g-yas g ma na bgrong phreng mu tig dkar po 
BO_K12_D0696=D0910_H0663:2a-4	g-yon 'og ma na padma dkar po bsnams pa /	g-yon g ma na padma dkar po snom ba 
BO_K12_D0696=D0910_H0663:2a-5	sku mdog dkar po zhabs rdzogs pa'i skyil krung bcas pa /	sku mdog dkar po zhabs rdzogs ba skyil krung cha ba 
BO_K12_D0696=D0910_H0663:2a-6	rin po che'i rgyan sna tshogs dang / rin po che'i dbu rgyan gyis mdzes pa /	rin po che rgyan sna tshogs dang rin po che dbu rgyan gyis mdzes ba 
BO_K12_D0696=D0910_H0663:2a-7	ma lha mo drug ma dang / yab nor bu rin po ches brten pa /	ma lha mo drug ma dang yab nor bu rin po ches rten ba 
BO_K12_D0696=D0910_H0663:2b-0	byang chub sems dpa' dang / sems ma rab tu mang pos bskor te @2b 'di skad ces gsungs so //	byang chub sems dpa dang sems ma rab tu mang pos skor te di skad ces gsungs so 
BO_K12_D0696=D0910_H0663:2b-1	rigs kyi bu'am /	rigs kyi bu 
BO_K12_D0696=D0910_H0663:2b-2	rigs kyi bu mos sngags 'di lan gcig brjod dam /	rigs kyi bu mos sngags di lan gcig rjod dam 
BO_K12_D0696=D0910_H0663:2b-3	dran zhing yid la byas sam /	dran zhing yid la byed sam 
BO_K12_D0696=D0910_H0663:2b-4	bris nas lus la bcangs sam /	bri nas lus la chang sam 
BO_K12_D0696=D0910_H0663:2b-5	mos shing gus par byas na /	mos shing gus ba byed na 
BO_K12_D0696=D0910_H0663:2b-6	mtshams med pa lnga dang / de dang nye ba'i sdig pa'i las thams cad byang zhing /	mtshams med ba lnga dang de dang nye ba sdig ba las thams cad byang zhing 
BO_K12_D0696=D0910_H0663:2b-7	ngan song gsum dang / mi khom pa brgyad dang / sdug bsngal dang bcas par mi skye'o //	ngan gro gsum dang mi khom ba brgyad dang sdug sngal dang cha ba mi skye 
BO_K12_D0696=D0910_H0663:2b-8	mi dang / mi ma yin pa dang / gcan gzan gyi 'jigs pa thams cad las grol bar 'gyur ro //	mi dang mi ma yin ba dang gcan gzan gyi jigs ba thams cad las grol ba gyur ro 
BO_K12_D0696=D0910_H0663:2b-9	nad dang gdon thams cad las thar bar 'gyur ro //	nad dang don thams cad las thar ba gyur ro 
BO_K12_D0696=D0910_H0663:2b-10	aom ma ni padme h'um/	aom ma ni padme 
BO_K12_D0696=D0910_H0663:2b-11	zhes brjod pas 'phags pa spyan ras gzigs kyi zhal mthong bar 'gyur zhing /	zhes rjod ba phag ba spyan ras gzigs kyi zhal mthong ba gyur zhing 
BO_K12_D0696=D0910_H0663:2b-12	tshe 'phos nas kyang bde ba can du skye ste /	tshe pho nas kyang bde ba can du skye ste 
BO_K12_D0696=D0910_H0663:2b-13	'di la the tshom mam /	di la the tshom mam 
BO_K12_D0696=D0910_H0663:3a-0	@3a *// som nyi'am /	som nyi 
BO_K12_D0696=D0910_H0663:3a-1	yid gnyis ma za zhig /	yid gnyis ma za jig 
BO_K12_D0696=D0910_H0663:3a-2	'phags pa spyan ras gzigs dbang phyug gi gzungs rdzogs so ////	phag ba spyan ras gzigs dbang phyug gi gzungs rdzogs so 
