segmentnr	original	stemmed
BO_K12_D0739_H0684:102b-0	@102b rgya gar skad du /	rgya gar skad du 
BO_K12_D0739_H0684:102b-1	a'arya shr'i ma h'a de bi by'a ka ra na /	aarya shr ma ha de bi bya ka ra na 
BO_K12_D0739_H0684:102b-2	bod skad du /	bod skad du 
BO_K12_D0739_H0684:102b-3	'phags pa lha mo chen mo dpal lung bstan pa /	phag ba lha mo chen mo dpal lung ston ba 
BO_K12_D0739_H0684:102b-4	sangs rgyas dang byang chub sems dpa' thams cad la phyag 'tshal lo //	sangs rgya dang byang chub sems dpa thams cad la phyag tshal lo 
BO_K12_D0739_H0684:102b-5	'di skad bdag gis thos pa dus gcig ni /	di skad bdag gis thos ba dus gcig ni 
BO_K12_D0739_H0684:103a-0	bcom ldan 'das bde ba can na byang chub sems @103a *//	joms ldan da bde ba can na byang chub sems 
BO_K12_D0739_H0684:103a-1	dpa'i dge 'dun chen po 'di lta ste /	dpa dge dun chen po di lta ste 
BO_K12_D0739_H0684:103a-2	byang chub sems dpa' sems dpa' chen po spyan ras gzigs dbang phyug dang / byang chub sems dpa' sems dpa' chen po mthu chen thob pa dang / byang chub sems dpa' sems dpa' chen po sgrib pa thams cad rnam par sel ba dang / byang chub sems dpa' sems dpa' chen po sa'i snying po dang /	byang chub sems dpa sems dpa chen po spyan ras gzigs dbang phyug dang byang chub sems dpa sems dpa chen po mthu chen thob ba dang byang chub sems dpa sems dpa chen po sgrib ba thams cad rnam ba sel ba dang byang chub sems dpa sems dpa chen po sa snying po dang 
BO_K12_D0739_H0684:103a-3	byang chub sems dpa' sems dpa' chen po kun tu bzang po dang / byang chub sems dpa' sems dpa' chen po nam mkha'i snying po dang / byang chub sems dpa' sems dpa' chen po lag na rdo rje dang / byang chub sems dpa' sems dpa' chen po 'jigs pa thams cad sel ba dang /	byang chub sems dpa sems dpa chen po kun tu bzang po dang byang chub sems dpa sems dpa chen po nam mkha snying po dang byang chub sems dpa sems dpa chen po lag na rdo rje dang byang chub sems dpa sems dpa chen po jigs ba thams cad sel ba dang 
BO_K12_D0739_H0684:103a-4	de bzhin du byang chub sems dpa' sems dpa' chen po dag byed kyi bkra shis thams cad 'dzin pa dang / byang chub sems dpa' sems dpa' chen po bsod nams kyi mtshan thams cad 'dzin pa dang / byang chub sems dpa' sems dpa' chen po nyi zla dang /	de bzhin du byang chub sems dpa sems dpa chen po dag byed kyi bkra shis thams cad dzin ba dang byang chub sems dpa sems dpa chen po bsod nams kyi mtshan thams cad dzin ba dang byang chub sems dpa sems dpa chen po nyi zla dang 
BO_K12_D0739_H0684:103b-0	'jig rten 'dzin pa dang / byang chub sems dpa' sems dpa' chen po mu stegs kyi bkra shis thams cad 'dzin pa dang / byang chub sems dpa' sems dpa' chen po 'jam dpal gzhon nur gyur pa dang / de la sogs pa bskal pa bzang po'i byang chub sems dpa' sems dpa' chen po thams @103b cad dang thabs cig tu bzhugs so //	jig rten dzin ba dang byang chub sems dpa sems dpa chen po mu stegs kyi bkra shis thams cad dzin ba dang byang chub sems dpa sems dpa chen po jam dpal gzhon nur gyur ba dang de la sogs ba bskal ba bzang po byang chub sems dpa sems dpa chen po thams cad dang thabs cig tu bzhugs so 
BO_K12_D0739_H0684:103b-1	de nas byang chub sems dpa' sems dpa' chen po spyan ras gzigs dbang phyug bcom ldan 'das ga la ba der song ste phyin nas bcom ldan 'das kyi zhabs la mgo bos phyag 'tshal te phyogs gcig tu 'dug go /	de nas byang chub sems dpa sems dpa chen po spyan ras gzigs dbang phyug joms ldan da ga la ba der gro ste phyin nas joms ldan da kyi zhabs la mgo bod phyag tshal te phyogs gcig tu dug go 
BO_K12_D0739_H0684:103b-2	lha mo chen po dpal yang bcom ldan 'das kyi thad du song ste phyin nas bcom ldan 'das kyi zhabs la mgo bos phyag 'tshal te lan gsum bskor ba byas nas bde ba can na gnas pa'i byang chub sems dpa' sems dpa' chen po de dag la yang	lha mo chen po dpal yang joms ldan da kyi thad du gro ste phyin nas joms ldan da kyi zhabs la mgo bod phyag tshal te lan gsum skor ba byed nas bde ba can na gnas ba byang chub sems dpa sems dpa chen po de dag la yang 
BO_K12_D0739_H0684:103b-3	mgo bos phyag 'tshal te phyogs gcig tu 'dug go //	mgo bod phyag tshal te phyogs gcig tu dug go 
BO_K12_D0739_H0684:103b-4	de nas bcom ldan 'das bsod nams brgya stong du mas brgyan cing /	de nas joms ldan da bsod nams brgya stong du mas rgyan cing 
BO_K12_D0739_H0684:103b-5	de bzhin gshegs pa bye ba dag gis yongs su bskor te brgya byin dang / tshangs pa dang / 'jig rten skyong ba thams cad kyis bstod cing bsngags so //	de bzhin gshegs ba bye ba dag gis yongs su skor te brgya byin dang tshangs ba dang jig rten skyong ba thams cad kyis bstod cing bsngags so 
BO_K12_D0739_H0684:103b-6	lha mo chen mo dpal la gzigs nas tshangs pa chen po'i gsung gis byang chub sems dpa' sems dpa' chen po spyan ras gzigs dbang phyug la 'di skad ces bka' stsal to //	lha mo chen mo dpal la gzigs nas tshangs ba chen po gsung gis byang chub sems dpa sems dpa chen po spyan ras gzigs dbang phyug la di skad ces bka stsal to 
BO_K12_D0739_H0684:103b-7	spyan ras gzigs dbang phyug /	spyan ras gzigs dbang phyug 
BO_K12_D0739_H0684:103b-8	rgyal po'am / blon po'am /	rgyal po blon po 
BO_K12_D0739_H0684:103b-9	dge slong ngam /	dge slong ngam 
BO_K12_D0739_H0684:103b-10	dge slong ma'am /	dge slong ma 
BO_K12_D0739_H0684:103b-11	dge bsnyen nam /	dge snyen nam 
BO_K12_D0739_H0684:103b-12	dge bsnyen ma'am /	dge snyen ma 
BO_K12_D0739_H0684:103b-13	bram ze'am / rgyal rigs sam /	bram ze rgyal rigs sam 
BO_K12_D0739_H0684:103b-14	rje'u rigs sam /	rjeu rigs sam 
BO_K12_D0739_H0684:104a-0	dmangs rigs gang la la lha mo chen mo dpal gyi ming brgya @104a *//	dmangs rigs gang la la lha mo chen mo dpal gyi ming brgya 
BO_K12_D0739_H0684:104a-1	rtsa brgyad dri ma med par grags pa zhes bya ba'i bstod pa 'di 'chang na /	rtsa brgyad dri ma med ba grags ba zhes byed ba bstod ba di chang na 
BO_K12_D0739_H0684:104a-2	rgyal rigs kyi rgyal po de'i yul dang / sems can de dag gi 'jigs pa dang / yams kyi nad gnod pa thams cad zhi bar 'gyur zhing chom rkun dang / g-yo can dang / mi dang / mi ma yin pa'i 'jigs pa thams cad 'byung bar mi 'gyur te /	rgyal rigs kyi rgyal po de yul dang sems can de dag gi jigs ba dang yams kyi nad gnod ba thams cad zhi ba gyur zhing chom rkun dang g-yo can dang mi dang mi ma yin ba jigs ba thams cad byung ba mi gyur te 
BO_K12_D0739_H0684:104a-3	nor dang / 'bru dang / mdzod dang / bang ba thams cad rnam par 'phel bar 'gyur ro //	nor dang bru dang mdzod dang bang ba thams cad rnam ba phel ba gyur ro 
BO_K12_D0739_H0684:104a-4	rgyal rigs kyi rgyal po de'i khyim du yang dpal nges par gnas par 'gyur ro //	rgyal rigs kyi rgyal po de khyim du yang dpal nges ba gnas ba gyur ro 
BO_K12_D0739_H0684:104a-5	de nas byang chub sems dpa' sems dpa' chen po de dag gis tshig 'di skad ces gsol to //	de nas byang chub sems dpa sems dpa chen po de dag gis tshig di skad ces gsol to 
BO_K12_D0739_H0684:104a-6	bcom ldan 'das //	joms ldan da 
BO_K12_D0739_H0684:104a-7	gsung 'di legs par bka' stsal pa legs so legs so //	gsung di legs ba bka stsal ba legs so legs so 
BO_K12_D0739_H0684:104a-8	legs te / gang dag lha mo chen mo dpal gyi ming rnams 'dzin pa dang / thos nas kyang sgrub par bgyid pa de dag gi yon tan dang / pan yon ni //	legs te gang dag lha mo chen mo dpal gyi ming rnams dzin ba dang thos nas kyang sgrub ba bgyid ba de dag gi yon tan dang pan yon ni 
BO_K12_D0739_H0684:104a-9	de dag lags so //	de dag lags so 
BO_K12_D0739_H0684:104a-10	de nas byang chub sems dpa' sems dpa' chen po 'phags pa spyan ras gzigs dbang phyug gis bcom ldan 'das la 'di skad ces gsol to //	de nas byang chub sems dpa sems dpa chen po phag ba spyan ras gzigs dbang phyug gis joms ldan da la di skad ces gsol to 
BO_K12_D0739_H0684:104a-11	bcom ldan 'das /	joms ldan da 
BO_K12_D0739_H0684:104a-12	lha mo dpal gyis dge ba'i rtsa ba gang du bskyed pa lags /	lha mo dpal gyis dge ba rtsa ba gang du skyed ba lags 
BO_K12_D0739_H0684:104a-13	bcom ldan 'das kyis bka' stsal pa /	joms ldan da kyis bka stsal ba 
BO_K12_D0739_H0684:104b-0	lha mo chen mo dpal gyis de bzhin gshegs @104b pa gangg'a'i klung gi bye ma snyed la dge ba'i rtsa ba bskyed de /	lha mo chen mo dpal gyis de bzhin gshegs ba gangga klung gi bye ma snyed la dge ba rtsa ba skyed de 
BO_K12_D0739_H0684:104b-1	spyan ras gzigs dbang phyug /	spyan ras gzigs dbang phyug 
