segmentnr	original	stemmed
BO_K12_D0734=D0968_H0584:417b-0	@417b rgya gar skad du /	rgya gar skad du 
BO_K12_D0734=D0968_H0584:417b-1	a'a ya bi dza ya pa ti n'a ma pra tyam gi r'a /	aa ya bi dza ya ba ti na ma pra tyam gi ra 
BO_K12_D0734=D0968_H0584:417b-2	bod skad du /	bod skad du 
BO_K12_D0734=D0968_H0584:417b-3	'phags pa phyar zlog pa rnam par rgyal ba can zhas bya ba /	phag ba phyar zlog ba rnam ba rgyal ba can zhas byed ba 
BO_K12_D0734=D0968_H0584:417b-4	sangs rgyas dang byang chub sems dpa' 'gro ba thams cad srung ba la mngon par brtson pa thams cad la phyag 'tshal lo //	sangs rgya dang byang chub sems dpa gro ba thams cad srung ba la mngon ba brtson ba thams cad la phyag tshal lo 
BO_K12_D0734=D0968_H0584:417b-5	sgrub pa thams cad la phyag 'tshal lo //	sgrub ba thams cad la phyag tshal lo 
BO_K12_D0734=D0968_H0584:417b-6	rig sngags 'chang thams cad la phyag 'tshal lo //	rig sngags chang thams cad la phyag tshal lo 
BO_K12_D0734=D0968_H0584:417b-7	sangs rgyas la phyag 'tshal lo //	sangs rgya la phyag tshal lo 
BO_K12_D0734=D0968_H0584:417b-8	chos la phyag 'tshal lo //	chos la phyag tshal lo 
BO_K12_D0734=D0968_H0584:417b-9	dge 'dun la phyag 'tshal lo //	dge dun la phyag tshal lo 
BO_K12_D0734=D0968_H0584:417b-10	byang chub sems dpa' sems dpang hen po snying rje chen po dang ldan pa 'phags pa spyan ras gzigs dbang phyug la phyag 'tshal nas phyir zlog pa rnam par gyal ba can zhes bya ba bshed byed dang byad sems ba /	byang chub sems dpa sems dpang hen po snying rje chen po dang ldan ba phag ba spyan ras gzigs dbang phyug la phyag tshal nas phyir zlog ba rnam ba gyal ba can zhes byed ba bshed byed dang byad sems ba 
BO_K12_D0734=D0968_H0584:417b-11	ro langs dang bkra mi shis pa thams cad rab tu zhi bar byed pa /	ro ldang dang bkra mi shis ba thams cad rab tu zhi ba byed ba 
BO_K12_D0734=D0968_H0584:417b-12	rgyal po'i 'jigs pa dang / chom rkun gyi 'jigs pa dang / me'i 'jigs pa dang / chu'i 'jigs pa dang / mkha' 'gro ma'i 'jigs pa dang / yi dvags dang / sha za dang / grul bum gyi 'jigs pa dang / grib gnon gyi 'jigs pa dang /	rgyal po jigs ba dang chom rkun gyi jigs ba dang me jigs ba dang chu jigs ba dang mkha gro ma jigs ba dang yi dvags dang sha za dang grul bum gyi jigs ba dang grib gnon gyi jigs ba dang 
BO_K12_D0734=D0968_H0584:418a-0	brjod byed kyi 'jigs pa dang / srul po'i 'jigs pa dang / lus srul po'i 'jigs pa dang / lam log pa dang / lam du zhugs pa'i 'jigs pa dang / nyin mo dang / mtshan mo'i @418a *//	rjod byed kyi jigs ba dang srul po jigs ba dang lus srul po jigs ba dang lam log ba dang lam du jug ba jigs ba dang nyin mo dang mtshan mo 
BO_K12_D0734=D0968_H0584:418a-1	'gro ba so so'i 'jigs pa rmugs par byed pa /	gro ba so so jigs ba rmugs ba byed ba 
BO_K12_D0734=D0968_H0584:418a-2	rengs par byed pa /	rengs ba byed ba 
BO_K12_D0734=D0968_H0584:418a-3	rmongs par byed pa /	rmongs ba byed ba 
BO_K12_D0734=D0968_H0584:418a-4	bdog bzang por byed pa /	bdog bzang por byed ba 
BO_K12_D0734=D0968_H0584:418a-5	spro ba yang dag par 'phel bar /	spro ba yang dag ba phel ba 
BO_K12_D0734=D0968_H0584:418a-6	byed pa / dgra thams cad zlog par byed pa /	byed ba dgra thams cad zlog ba byed ba 
BO_K12_D0734=D0968_H0584:418a-7	bgegs dang log 'dren thams cad zhi bar byed pa /	bgegs dang log bgrang thams cad zhi ba byed ba 
BO_K12_D0734=D0968_H0584:418a-8	sdig pa thams cad yang dag par byang bar byed pa /	sdig ba thams cad yang dag ba byang ba byed ba 
BO_K12_D0734=D0968_H0584:418a-9	kha rmugs par byed pa /	kha rmugs ba byed ba 
BO_K12_D0734=D0968_H0584:418a-10	kha rengs par byed pa /	kha rengs ba byed ba 
BO_K12_D0734=D0968_H0584:418a-11	bzhin mdzes par byed pa brjod par bya'o //	bzhin mdzes ba byed ba rjod ba byed 
