segmentnr	original	stemmed
BO_K06_D0011-2_H0013-2:61b-13	bcom ldan 'das kyis bka' stsal pa /	joms ldan da kyis bka stsal ba 
BO_K06_D0011-2_H0013-2:61b-14	sh'a radva ti'i bu /	sha radva ti bu 
BO_K06_D0011-2_H0013-2:61b-15	gang gi tshe byang chub sems dpa' sems dpa' chen po shes rab kyi pha rol tu phyin pa la spyod pa /	gang gi tshe byang chub sems dpa sems dpa chen po shes rab kyi pha rol tu phyin ba la spyod ba 
BO_K06_D0011-2_H0013-2:61b-16	shes rab kyi pha rol tu phyin pa nyid yang dag par rjes su mi mthong na /	shes rab kyi pha rol tu phyin ba nyid yang dag ba rjes su mi mthong na 
BO_K06_D0011-2_H0013-2:61b-17	sh'a radva ti'i bu /	sha radva ti bu 
BO_K06_D0011-2_H0013-2:61b-18	de ltar na byang chub sems dpa' sems dpa' chen po shes rab kyi pha rol tu phyin pa la spyod pa na /	de ltar na byang chub sems dpa sems dpa chen po shes rab kyi pha rol tu phyin ba la spyod ba na 
BO_K06_D0011-2_H0013-2:61b-19	mi dmigs pa'i tshul gyis shes rab kyi pha rol tu phyin pa la slob cing /	mi dmigs ba tshul gyis shes rab kyi pha rol tu phyin ba la slob cing 
BO_K06_D0011-2_H0013-2:62a-0	rnam pa thams cad @62a *//	rnam ba thams cad 
BO_K06_D0011-2_H0013-2:62a-1	mkhyen pa nyid du nges par 'byung ba yin no //	mkhyen ba nyid du nges ba byung ba yin no 
BO_K06_D0011-2_H0013-2:62a-2	mi dmigs pa gang zhe na /	mi dmigs ba gang zhe na 
BO_K06_D0011-2_H0013-2:62a-3	gang sbyin pa'i pha rol tu phyin pa la spyod pa na /	gang sbyin ba pha rol tu phyin ba la spyod ba na 
BO_K06_D0011-2_H0013-2:62a-4	sbyin pa'i pha rol tu phyin pa de nyid mi dmigs pa nas /	sbyin ba pha rol tu phyin ba de nyid mi dmigs ba nas 
BO_K06_D0011-2_H0013-2:62a-5	de bzhin du sbyar te /	de bzhin du sbyor te 
BO_K06_D0011-2_H0013-2:62a-6	shes rab kyi pha rol tu phyin pa'i bar la spyod pa na /	shes rab kyi pha rol tu phyin ba ba la spyod ba na 
BO_K06_D0011-2_H0013-2:62a-7	shes rab kyi pha rol tu phyin pa'i bar de nyid mi dmigs pa dang / byang chub kyi bar du mi dmigs pa dang / rnam pa thams cad mkhyen pa nyid kyi bar du mi dmigs pa ste /	shes rab kyi pha rol tu phyin ba ba de nyid mi dmigs ba dang byang chub kyi ba du mi dmigs ba dang rnam ba thams cad mkhyen ba nyid kyi ba du mi dmigs ba ste 
BO_K06_D0011-2_H0013-2:62a-8	sh'a radva ti'i bu /	sha radva ti bu 
BO_K06_D0011-2_H0013-2:62a-9	de ltar na byang chub sems dpa' sems dpa' chen po shes rab kyi pha rol tu phyin pa la spyod pa na /	de ltar na byang chub sems dpa sems dpa chen po shes rab kyi pha rol tu phyin ba la spyod ba na 
BO_K06_D0011-2_H0013-2:62a-10	mi dmigs pa'i tshul gyis shes rab kyi pha rol tu phyin pa la slob pa yin zhing /	mi dmigs ba tshul gyis shes rab kyi pha rol tu phyin ba la slob ba yin zhing 
BO_K06_D0011-2_H0013-2:62a-11	rnam pa thams cad mkhyen pa nyid du nges par 'byung ba yin no //	rnam ba thams cad mkhyen ba nyid du nges ba byung ba yin no 
BO_K06_D0011-2_H0013-2:62a-12	gsol pa / btsun pa bcom ldan 'das /	gsol ba btsun ba joms ldan da 
BO_K06_D0011-2_H0013-2:62a-13	ci zhig mi dmigs pa'i tshul gyis nges par 'byung ba lags /	ci jig mi dmigs ba tshul gyis nges ba byung ba lags 
BO_K06_D0011-2_H0013-2:62a-14	bcom ldan 'das kyis bka' stsal pa /	joms ldan da kyis bka stsal ba 
BO_K06_D0011-2_H0013-2:62a-15	nar stong pa nyid mi dmigs pa'i tshul dang / de bzhin du sbyar te /	nar stong ba nyid mi dmigs ba tshul dang de bzhin du sbyor te 
BO_K06_D0011-2_H0013-2:62a-16	chos thams cad stong pa nyid kyi bar du mi dmigs pa'i tshul gyis nges par 'byung ngo //	chos thams cad stong ba nyid kyi ba du mi dmigs ba tshul gyis nges ba byung ngo 
BO_K06_D0011-2_H0013-2:62a-17	de nas bcom ldan 'das la tshe dang ldan pa rab 'byor gyis 'di skad ces gsol to //	de nas joms ldan da la tshe dang ldan ba rab byor gyis di skad ces gsol to 
BO_K06_D0011-2_H0013-2:62a-18	btsun pa bcom ldan 'das /	btsun ba joms ldan da 
BO_K06_D0011-2_H0013-2:62a-19	theg pa des gang nas nges par 'byung bar 'gyur zhing theg pa de gang du gnas par 'gyur lags /	theg ba des gang nas nges ba byung ba gyur zhing theg ba de gang du gnas ba gyur lags 
BO_K06_D0011-2_H0013-2:62b-0	bcom ldan 'das @62b kyis bka' stsal pa /	joms ldan da kyis bka stsal ba 
BO_K06_D0011-2_H0013-2:62b-1	rab 'byor / theg pa des ni khams gsum nas nges par 'byung bar 'gyur zhing rnam pa thams cad mkhyen pa nyid ga la ba der nges par 'byung bar 'gyur te /	rab byor theg ba des ni khams gsum nas nges ba byung ba gyur zhing rnam ba thams cad mkhyen ba nyid ga la ba der nges ba byung ba gyur te 
BO_K06_D0011-2_H0013-2:62b-2	de nyid du gnas par 'gyur la /	de nyid du gnas ba gyur la 
BO_K06_D0011-2_H0013-2:62b-3	de'ang gnyis su med pa'i tshul gyis so //	de gnyis su med ba tshul gyis so 
BO_K06_D0011-2_H0013-2:62b-4	de ci'i phyir zhe na /	de ci phyir zhe na 
BO_K06_D0011-2_H0013-2:62b-5	'di ltar theg pa chen po gang yin pa dang / rnam pa thams cad mkhyen pa nyid gang yin pa'i chos de gnyis ka ldan pa'ang ma yin /	di ltar theg ba chen po gang yin ba dang rnam ba thams cad mkhyen ba nyid gang yin ba chos de gnyis ka ldan ba ma yin 
BO_K06_D0011-2_H0013-2:62b-6	mi ldan pa'ang ma yin zhing /	mi ldan ba ma yin zhing 
BO_K06_D0011-2_H0013-2:62b-7	gzugs med pa /	gzugs med ba 
BO_K06_D0011-2_H0013-2:62b-8	bstan du med pa /	ston du med ba 
BO_K06_D0011-2_H0013-2:62b-9	thogs pa med pa ste /	thogs ba med ba ste 
BO_K06_D0011-2_H0013-2:62b-10	'di ltar mtshan nyid med par mtshan nyid gcig pa'i phyir ro //	di ltar mtshan nyid med ba mtshan nyid gcig ba phyir ro 
BO_K06_D0011-2_H0013-2:62b-11	de ci'i phyir zhe na /	de ci phyir zhe na 
BO_K06_D0011-2_H0013-2:62b-12	rab 'byor / mtshan nyid med pa'i chos rnams ni nges par mi 'byung /	rab byor mtshan nyid med ba chos rnams ni nges ba mi byung 
BO_K06_D0011-2_H0013-2:62b-13	nges par 'byung bar mi 'gyur /	nges ba byung ba mi gyur 
BO_K06_D0011-2_H0013-2:62b-14	nges par ma byung ba'i phyir ro //	nges ba ma byung ba phyir ro 
BO_K06_D0011-2_H0013-2:62b-15	de ci'i phyir zhe na /	de ci phyir zhe na 
BO_K06_D0011-2_H0013-2:62b-16	gang mtshan nyid med pa'i chos rnams la nges par 'byung bar 'dod pa de ni chos kyi dbyings la nges par 'byung bar 'dod du zad do //	gang mtshan nyid med ba chos rnams la nges ba byung ba dod ba de ni chos kyi dbyings la nges ba byung ba dod du zad do 
BO_K06_D0011-2_H0013-2:62b-17	de bzhin du gang mtshan nyid med pa'i chos rnams la nges par 'byung bar 'dod pa de ni de bzhin nyid la nges par 'byung bar 'dod du zad cing /	de bzhin du gang mtshan nyid med ba chos rnams la nges ba byung ba dod ba de ni de bzhin nyid la nges ba byung ba dod du zad cing 
BO_K06_D0011-2_H0013-2:62b-18	de ni yang dag pa'i mtha' la nges par 'byung bar 'dod du zad do //	de ni yang dag ba mtha la nges ba byung ba dod du zad do 
BO_K06_D0011-2_H0013-2:62b-19	de bzhin du gang mtshan nyid med pa'i chos rnams la nges par 'byung bar 'dod pa de ni bsam gyis mi khyab pa'i dbyings la nges par 'byung bar 'dod du zad do //	de bzhin du gang mtshan nyid med ba chos rnams la nges ba byung ba dod ba de ni bsam gyis mi khyab ba dbyings la nges ba byung ba dod du zad do 
BO_K06_D0011-2_H0013-2:63a-0	gang mtshan nyid med pa'i chos rnams la @63a *//	gang mtshan nyid med ba chos rnams la 
BO_K06_D0011-2_H0013-2:63a-1	nges par 'byung bar 'dod pa de ni /	nges ba byung ba dod ba de ni 
BO_K06_D0011-2_H0013-2:63a-2	grub pa dang bde ba la nges par 'byung bar 'dod du zad do //	grub ba dang bde ba la nges ba byung ba dod du zad do 
BO_K06_D0011-2_H0013-2:63a-3	gang mtshan nyid med pa'i chos rnams la nges par 'byung bar 'dod pa de ni spong ba'i khams la nges par 'byung bar 'dod du zad do //	gang mtshan nyid med ba chos rnams la nges ba byung ba dod ba de ni spong ba khams la nges ba byung ba dod du zad do 
BO_K06_D0011-2_H0013-2:63a-4	de bzhin du sbyar te /	de bzhin du sbyor te 
BO_K06_D0011-2_H0013-2:63a-5	gang mtshan nyid med pa'i chos rnams la nges par 'byung bar 'dod pa de ni 'dod chags dang bral ba'i dbyings dang / 'gog pa'i dbyings dang / gzugs kyi stong pa nyid la nges par 'byung bar 'dod du zad pa dang / de bzhin du de ni tshor ba dang /	gang mtshan nyid med ba chos rnams la nges ba byung ba dod ba de ni dod chags dang bral ba dbyings dang gog ba dbyings dang gzugs kyi stong ba nyid la nges ba byung ba dod du zad ba dang de bzhin du de ni tshor ba dang 
BO_K06_D0011-2_H0013-2:63a-6	'du shes dang / 'du byed rnams dang / rnam par shes pa'i stong pa nyid la nges par 'byung bar 'dod du zad do //	du shes dang du byed rnams dang rnam ba shes ba stong ba nyid la nges ba byung ba dod du zad do 
BO_K06_D0011-2_H0013-2:63a-7	de ci'i phyir zhe na /	de ci phyir zhe na 
BO_K06_D0011-2_H0013-2:63a-8	rab 'byor / 'di ltar gzugs kyi stong pa nyid ni khams gsum nas nges par 'byung ba ma yin zhing /	rab byor di ltar gzugs kyi stong ba nyid ni khams gsum nas nges ba byung ba ma yin zhing 
BO_K06_D0011-2_H0013-2:63a-9	rnam pa thams cad mkhyen pa nyid la gnas pa ma yin pa'i phyir ro //	rnam ba thams cad mkhyen ba nyid la gnas ba ma yin ba phyir ro 
BO_K06_D0011-2_H0013-2:63a-10	de bzhin du tshor ba dang / 'du shes dang / 'du byed rnams dang / rnam par shes pa'i stong pa nyid ni khams gsum nas nges par 'byung ba ma yin zhing /	de bzhin du tshor ba dang du shes dang du byed rnams dang rnam ba shes ba stong ba nyid ni khams gsum nas nges ba byung ba ma yin zhing 
BO_K06_D0011-2_H0013-2:63a-11	rnam pa thams cad mkhyen pa nyid la gnas par mi 'gyur ro //	rnam ba thams cad mkhyen ba nyid la gnas ba mi gyur ro 
BO_K06_D0011-2_H0013-2:63a-12	de ci'i phyir zhe na /	de ci phyir zhe na 
BO_K06_D0011-2_H0013-2:63a-13	'di ltar rab 'byor /	di ltar rab byor 
BO_K06_D0011-2_H0013-2:63a-14	gzugs ni gzugs kyis stong /	gzugs ni gzugs kyis stong 
BO_K06_D0011-2_H0013-2:63a-15	de bzhin du tshor ba dang / 'du shes dang / 'du byed rnams dang / rnam par shes pa ni rnam par shes pas stong pa'i phyir ro //	de bzhin du tshor ba dang du shes dang du byed rnams dang rnam ba shes ba ni rnam ba shes ba stong ba phyir ro 
BO_K06_D0011-2_H0013-2:63b-0	rab 'byor / @63b gang mtshan nyid med pa'i chos rnams la nges par 'byung bar 'dod pa de ni /	rab byor gang mtshan nyid med ba chos rnams la nges ba byung ba dod ba de ni 
BO_K06_D0011-2_H0013-2:63b-1	mig gi stong pa nyid la nges par 'byung bar 'dod du zad do //	mig gi stong ba nyid la nges ba byung ba dod du zad do 
BO_K06_D0011-2_H0013-2:63b-2	de bzhin du sbyar te /	de bzhin du sbyor te 
BO_K06_D0011-2_H0013-2:63b-3	gang mtshan nyid med pa'i chos rnams la nges par 'byung bar 'dod pa de ni mig gi 'dus te reg pa'i rkyen gyis tshor ba nas /	gang mtshan nyid med ba chos rnams la nges ba byung ba dod ba de ni mig gi du te reg ba rkyen gyis tshor ba nas 
BO_K06_D0011-2_H0013-2:63b-4	de bzhin du yid kyi 'dus te reg pa'i rkyen gyis tshor ba'i bar gyi stong pa nyid la nges par 'byung bar 'dod du zad do //	de bzhin du yid kyi du te reg ba rkyen gyis tshor ba ba gyi stong ba nyid la nges ba byung ba dod du zad do 
BO_K06_D0011-2_H0013-2:63b-5	de ci'i phyir zhe na /	de ci phyir zhe na 
BO_K06_D0011-2_H0013-2:63b-6	rab 'byor / 'di ltar mig gi stong pa nyid ni khams gsum nas nges par 'byung bar mi 'gyur zhing /	rab byor di ltar mig gi stong ba nyid ni khams gsum nas nges ba byung ba mi gyur zhing 
BO_K06_D0011-2_H0013-2:63b-7	rnam pa thams cad mkhyen pa nyid la gnas pa ma yin pa'i phyir ro //	rnam ba thams cad mkhyen ba nyid la gnas ba ma yin ba phyir ro 
BO_K06_D0011-2_H0013-2:63b-8	de bzhin du yid kyi 'dus te reg pa'i rkyen gyis tshor ba'i bar gyi stong pa nyid ni khams gsum nas nges par 'byung bar mi 'gyur zhing /	de bzhin du yid kyi du te reg ba rkyen gyis tshor ba ba gyi stong ba nyid ni khams gsum nas nges ba byung ba mi gyur zhing 
BO_K06_D0011-2_H0013-2:63b-9	rnam pa thams cad mkhyen pa nyid la'ang gnas pa ma yin pa'i phyir ro //	rnam ba thams cad mkhyen ba nyid la gnas ba ma yin ba phyir ro 
BO_K06_D0011-2_H0013-2:63b-10	de ci'i phyir zhe na /	de ci phyir zhe na 
