segmentnr	original	stemmed
BO_K10_D0286_H0288:168a-0	@168a / /'phags pa 'gro ba thams cad yongs su skyob par byed pa zhes bya ba'i yongs su bsngo ba /	ba gro ba thams cad yongs su skyob ba byed ba zhes byed ba yongs su sngo ba 
BO_K10_D0286_H0288:168a-1	sangs rgyas dang / chos dang / dge 'dun thams cad la phyag 'tshal lo //	sangs rgya dang chos dang dge dun thams cad la phyag tshal lo 
BO_K10_D0286_H0288:168b-0	sangs rgyas bcom ldan 'das dang / byang @168b chub sems dpa' sems dpa' chen po thams cad bdag la dgongs su gsol /	sangs rgya joms ldan da dang byang chub sems dpa sems dpa chen po thams cad bdag la dgongs su gsol 
BO_K10_D0286_H0288:168b-1	bdag sdig pa thams cad so sor bshags so //	bdag sdig ba thams cad so sor chags so 
BO_K10_D0286_H0288:168b-2	bsod nams thams cad la rjes su yi rang ngo //	bsod nams thams cad la rjes su yi rang ngo 
BO_K10_D0286_H0288:168b-3	sangs rgyas thams cad la gsol ba 'debs so //	sangs rgya thams cad la gsol ba debs so 
BO_K10_D0286_H0288:168b-4	bsod nams thams cad sems can thams cad kyis bla na med pa thams cad mkhyen pa'i ye shes thob par bgyi ba'i slad du yongs su bsngo bar bgyi'o //	bsod nams thams cad sems can thams cad kyis bla na med ba thams cad mkhyen ba ye shes thob ba bgyid ba slad du yongs su sngo ba bgyid 
BO_K10_D0286_H0288:168b-5	bden pa dang / bden pa'i tshig gang gis bden pa gsung ba sangs rgyas bcom ldan 'das kyis dge ba rtsa ba yang dag pa ji lta ba yongs su bsngo bar mdzad pa de ltar yongs su bsngo bar bgyi'o //	bden ba dang bden ba tshig gang gis bden ba gsung ba sangs rgya joms ldan da kyis dge ba rtsa ba yang dag ba ji lta ba yongs su sngo ba mdzad ba de ltar yongs su sngo ba bgyid 
BO_K10_D0286_H0288:168b-6	bden pa dang / bden pa'i tshig des gang sems can thams cad kyi sdig pa mi dge ba nyes pa byas pa dang / log par smra ba dang / ngan du bsams pa dang / nyon mongs pa'i sgrib pa dang / las kyi sgrib pa dang /	bden ba dang bden ba tshig des gang sems can thams cad kyi sdig ba mi dge ba nyes ba byed ba dang log ba smra ba dang ngan du bsams ba dang nyon mongs ba sgrib ba dang las kyi sgrib ba dang 
BO_K10_D0286_H0288:168b-7	rnam par smin pa'i sgrib pa dang / shes bya'i sgrib pa dang / sgrib pa gang gis bsgribs shing g-yogs te /	rnam ba smin ba sgrib ba dang shes byed sgrib ba dang sgrib ba gang gis sgrib shing g-yogs te 
BO_K10_D0286_H0288:168b-8	kun nas dkris pa /	kun nas dkri ba 
BO_K10_D0286_H0288:168b-9	bdag nyid dang / gzhan dag gi bsam pa dang / bag la nyal dang / khams dang / rang bzhin yang dag pa ji lta ba bzhin ma 'tshal ba dang / dbang po dang / brtson 'grus kyi rim pa dang / dge ba dang / mi dge ba'i chos yang dag pa ji lta ba bzhin ma 'tshal ba dang /	bdag nyid dang gzhan dag gi bsam ba dang bag la nyal dang khams dang rang bzhin yang dag ba ji lta ba bzhin ma tshal ba dang dbang po dang brtson grus kyi rim ba dang dge ba dang mi dge ba chos yang dag ba ji lta ba bzhin ma tshal ba dang 
BO_K10_D0286_H0288:169a-0	kha na ma tho ba dang bcas pa dang / kha na ma tho ba med pa dang / bsten par bya ba dang / bsten par bya ba ma yin pa'i chos yang dag pa ji lta ba @169a *//	kha na ma tho ba dang cha ba dang kha na ma tho ba med ba dang sten ba byed ba dang sten ba byed ba ma yin ba chos yang dag ba ji lta ba 
