segmentnr	original	stemmed
BO_K06_D0011-2_H0013-2:347a-6	des kyang bzlog nas /	des kyang bzlog nas 
BO_K06_D0011-2_H0013-2:347a-7	ting nge 'dzin dag la sbyor bar byed de /	ting nge dzin dag la sbyor ba byed de 
BO_K06_D0011-2_H0013-2:347a-8	de dag gi ting nge 'dzin de dag kyang tshangs pa'i 'jig rten du skye bar 'gyur ro //	de dag gi ting nge dzin de dag kyang tshangs ba jig rten du skye ba gyur ro 
BO_K06_D0011-2_H0013-2:347a-9	de bzhin du bsam gtan dang po las bzlog nas /	de bzhin du bsam gtan dang po las bzlog nas 
BO_K06_D0011-2_H0013-2:347a-10	bsam gtan gnyis pa la rab tu 'god par byed do //	bsam gtan gnyis ba la rab tu god ba byed do 
BO_K06_D0011-2_H0013-2:347a-11	bsam gtan gnyis pa las bzlog nas /	bsam gtan gnyis ba las bzlog nas 
BO_K06_D0011-2_H0013-2:347a-12	bsam gtan gsum pa la rab tu 'god par byed do //	bsam gtan gsum ba la rab tu god ba byed do 
BO_K06_D0011-2_H0013-2:347a-13	bsam gtan gsum pa las bzlog nas /	bsam gtan gsum ba las bzlog nas 
BO_K06_D0011-2_H0013-2:347a-14	bsam gtan bzhi pa la rab tu 'god par byed do //	bsam gtan bzhi ba la rab tu god ba byed do 
BO_K06_D0011-2_H0013-2:347a-15	bsam gtan bzhi pa las bzlog nas /	bsam gtan bzhi ba las bzlog nas 
BO_K06_D0011-2_H0013-2:347a-16	nam mkha' mtha' yas skye mched kyi snyoms par 'jug pa la rab tu 'god par byed do //	nam mkha mtha yas skye mched kyi snyom ba jug ba la rab tu god ba byed do 
BO_K06_D0011-2_H0013-2:347a-17	de bzhin du sbyar te /	de bzhin du sbyor te 
BO_K06_D0011-2_H0013-2:347a-18	ci rigs par 'du shes med 'du shes med min skye mched kyi snyoms par 'jug pa la rab tu 'god par byed do //	ci rigs ba du shes med du shes med min skye mched kyi snyom ba jug ba la rab tu god ba byed do 
BO_K06_D0011-2_H0013-2:347a-19	de las kyang bzlog nas /	de las kyang bzlog nas 
BO_K06_D0011-2_H0013-2:347a-20	theg pa gsum po dag la rab tu 'god par byed do //	theg ba gsum po dag la rab tu god ba byed do 
BO_K06_D0011-2_H0013-2:347a-21	de nas sems can kha cig sbyin pa dang / sbyin pa'i 'bras bu de las bzlog nas /	de nas sems can kha cig sbyin ba dang sbyin ba bras bu de las bzlog nas 
BO_K06_D0011-2_H0013-2:347a-22	phung po'i lhag ma med pa'i mya ngan las 'das pa'i dbyings su 'dzud par byed /	phung po lhag ma med ba mya ngan las da ba dbyings su dzud ba byed 
BO_K06_D0011-2_H0013-2:347a-23	rab tu 'god par byed do //	rab tu god ba byed do 
BO_K06_D0011-2_H0013-2:347b-0	sems can kha cig ni tshul @347b khrims kyi phung po de las bzlog nas /	sems can kha cig ni tshul khrims kyi phung po de las bzlog nas 
