segmentnr	original	folio	stemmed
BO_TZ58_SI-015:0	sngags srung ma'i gtor 'bul khyer bde bzhugs so //	0	sngags srung ma thor bul khyer bde bzhugs so 
BO_TZ58_SI-015:1	na mo badzra d+ha ra ya /	0	na mo badzra d+ha ra ya 
BO_TZ58_SI-015:2	'dir rdzogs pa chen po a ti zab don snying po'i bka' srung ye shes kyi ma mo sngags kyi srung ma'i mchod gtor bya bar 'dod pas /	0	dir rdzogs ba chen po a ti zab don snying po bka srung ye shes kyi ma mo sngags kyi srung ma mchod thor byed ba dod ba 
BO_TZ58_SI-015:3	gtshang ma'i stegs la gtor ma gru gsum sha khrag gis brgyan pa dang / sman phud rak+ta nyer spyod lnga sogs mchod rdzas rnams tshhogs par byas la /	0	gtshang ma stegs la thor ma gru gsum sha khrag gis rgyan ba dang sman bud rak+ta nyer spyod lnga sogs mchod rdzas rnams tshhogs ba byed la 
BO_TZ58_SI-015:4	yi dam gang rung gi bdag bskyed sngon du 'gro bas mchod gtor rnams byin gyis brlab /	0	yi dam gang rung gi bdag skyed sngon du gro ba mchod thor rnams byin gyis brlab 
BO_TZ58_SI-015:5	swa b+ha was sbyang /	0	swa b+ha was sbyong 
BO_TZ58_SI-015:6	mdun du khrag mtshho keng rus khrir :	0	mdun du khrag mtshho keng rus khrir 
BO_TZ58_SI-015:7	pad nyi'i gdan la trag yig las :	0	pad nyi gdan la trag yig las 
BO_TZ58_SI-015:8	e ka tsha ti smug nag mdog :	0	e ka tsha ti smug nag mdog 
BO_TZ58_SI-015:9	'jigs tshhul zhal gcig phyag gnyis ma :	0	jigs tshhul zhal gcig phyag gnyis ma 
BO_TZ58_SI-015:10	ral gcig spyan gcig nu ma gcig :	1	ral gcig spyan gcig nu ma gcig 
BO_TZ58_SI-015:11	mche gcig mi bzad khro tshhul can :	1	mche gcig mi bzad khro tshhul can 
BO_TZ58_SI-015:12	phyag g.yas zhing gi dbyug pa 'phyar :	1	phyag g.yas zhing gi dbyug ba phyor 
BO_TZ58_SI-015:13	g.yon pas tshit+ta lcags spyang 'gyed :	1	g.yon ba tshit+ta lcags spyang gyed 
BO_TZ58_SI-015:14	gcer bu dur khrod rgyan cha dang : 'ja' tshhon ber dang sprin dkar gsol :	1	bcer bu dur khrod rgyan cha dang ja tshhon ber dang sprin dkar gsol 
BO_TZ58_SI-015:15	brkyang bskum stabs kyis gnas par bsgom :	1	rkyong skum stabs kyis gnas ba bsgom 
BO_TZ58_SI-015:16	de'i spyi bor om/	1	de spyi bor 
BO_TZ58_SI-015:17	mgrin par ah snying gar hu~m/	1	mgrin ba ah snying gar 
BO_TZ58_SI-015:18	hu~m las 'od zer 'phros pas sngags kyi srung ma 'khor bcas spyan drangs par bsam la /	1	hu~m las d zer phro ba sngags kyi srung ma khor cha spyan drangs ba bsam la 
BO_TZ58_SI-015:19	b+h+yo : dad pa dang ni dam tshhig gis :	1	b+h+yo dad ba dang ni dam tshhig gis 
BO_TZ58_SI-015:20	sngags srung khro mo rag gdong ma :	2	sngags srung khro mo rag gdong ma 
BO_TZ58_SI-015:21	dbyings kyi ma mo drag rtshal can :	2	dbyings kyi ma mo drag rtshal can 
BO_TZ58_SI-015:22	dam tshhig dbang gis spyan 'dren na :	2	dam tshhig dbang gis spyan bgrang na 
BO_TZ58_SI-015:23	sngon gyi zhal bzhes dam bcas bzhin :	2	sngon gyi zhal bzhes dam cha bzhin 
BO_TZ58_SI-015:24	bstan pa bsrung phyir gshegs su gsol :	2	ston ba bsrung phyir gshegs su gsol 
BO_TZ58_SI-015:25	om ro ru e ka tsha ti snying kha rag mo ru lu ru lu hu~m b+h+yo hu~m dzahdza :	2	om ro ru e ka tsha ti snying kha rag mo ru lu ru lu hu~m b+h+yo hu~m dzahdza 
BO_TZ58_SI-015:26	zhes spyan drangs /	2	zhes spyan drangs 
BO_TZ58_SI-015:27	trag rak+sha sa ma ya tish+than+tus bzhugs su gsol /	2	trag rak+sha sa ma ya tish+than+tus bzhugs su gsol 
BO_TZ58_SI-015:28	ar+g+ham nas shab+da'i bar gyis phyi mchod dang / ma ha pany+tsha a mr-ita kha hi /	2	ar+g+ham nas shab+da ba gyis phyi mchod dang ma ha pany+tsha a mr-ita kha hi 
BO_TZ58_SI-015:29	ma ha rak+ta kha hi zhes sman raka 'bul /	2	ma ha rak+ta kha hi zhes sman raka bul 
BO_TZ58_SI-015:30	'bod sngags mthar sa pa ri wa ra i dam ba lim ta kha kha kha hi kha hi /	3	bod sngags mthar sa ba ri wa ra i dam ba lim ta kha kha kha hi kha hi 
BO_TZ58_SI-015:31	zhes btags pa gsum mam bdun gyis gtor ma 'bul /	3	zhes dogs ba gsum mam bdun gyis thor ma bul 
BO_TZ58_SI-015:32	bstod pa ni /	3	bstod ba ni 
BO_TZ58_SI-015:33	b+h+yo / bskal pa'i me ltar 'bar ba'i dur khrod na //	3	b+h+yo bskal ba me ltar bar ba dur khrod na 
BO_TZ58_SI-015:34	shin tu gsod pa'i smug nag khros ma ni //	3	shin tu gsod ba smug nag khro ma ni 
BO_TZ58_SI-015:35	nam mkha'i gzugs can lho sprin gos su gyon //	3	nam mkha gzugs can lho sprin gos su gyon 
BO_TZ58_SI-015:36	tshit+ta za zhing dam nyams snying khrag 'dren //	3	tshit+ta za zhing dam nyams snying khrag bgrang 
BO_TZ58_SI-015:37	zhing chung dbyug pas dgra snying tshhal par 'gems //	3	zhing chung dbyug ba dgra snying tshhal ba gem 
BO_TZ58_SI-015:38	'jigs byed chen po ral pa'i thor tshhugs can //	3	jigs byed chen po ral ba thor tshhugs can 
BO_TZ58_SI-015:39	dpral na spyan gcig srid gsum khung nas 'byin //	3	dpral na spyan gcig srid gsum khung nas byin 
BO_TZ58_SI-015:40	zhal na tshhems gcig dgra bo'i srog gcod ma //	4	zhal na tshhems gcig dgra bo srog gcod ma 
BO_TZ58_SI-015:41	brang na nu gcig sgrub mchog bu bzhin skyong //	4	brang na nu gcig sgrub mchog bu bzhin skyong 
BO_TZ58_SI-015:42	sha khrag longs spyod dmar gtor 'di gsol la //	4	sha khrag longs spyod dmar thor di gsol la 
