segmentnr	original	stemmed
BO_K02_D0008-2_H0009-2:63b-3	so so yang dag par rig pa bzhi ni /	so so yang dag ba rig ba bzhi ni 
BO_K02_D0008-2_H0009-2:63b-4	so so yang dag par rig pa'i rang bzhin dang bral ba ste /	so so yang dag ba rig ba rang bzhin dang bral ba ste 
BO_K02_D0008-2_H0009-2:63b-5	de byang chub sems dpa' sems dpa' chen po shes rab kyi pha rol tu phyin pa la spyod pa'i tshe yang dag pa ji lta ba bzhin du rab tu shes so //	de byang chub sems dpa sems dpa chen po shes rab kyi pha rol tu phyin ba la spyod ba tshe yang dag ba ji lta ba bzhin du rab tu shes so 
BO_K02_D0008-2_H0009-2:63b-6	byams pa chen po ni /	byams ba chen po ni 
BO_K02_D0008-2_H0009-2:63b-7	byams pa chen po'i rang bzhin dang bral ba ste /	byams ba chen po rang bzhin dang bral ba ste 
BO_K02_D0008-2_H0009-2:63b-8	de byang chub sems dpa' sems dpa' chen po shes rab kyi pha rol tu phyin pa la spyod pa'i tshe yang dag pa ji lta ba bzhin du rab tu shes so //	de byang chub sems dpa sems dpa chen po shes rab kyi pha rol tu phyin ba la spyod ba tshe yang dag ba ji lta ba bzhin du rab tu shes so 
BO_K02_D0008-2_H0009-2:63b-9	snying rje chen po ni /	snying rje chen po ni 
BO_K02_D0008-2_H0009-2:63b-10	snying rje chen po'i rang bzhin dang bral ba ste /	snying rje chen po rang bzhin dang bral ba ste 
BO_K02_D0008-2_H0009-2:63b-11	de byang chub sems dpa' sems dpa' chen po shes rab kyi pha rol tu phyin pa la spyod pa'i tshe yang dag pa ji lta ba bzhin du rab tu shes so //	de byang chub sems dpa sems dpa chen po shes rab kyi pha rol tu phyin ba la spyod ba tshe yang dag ba ji lta ba bzhin du rab tu shes so 
BO_K02_D0008-2_H0009-2:63b-12	sangs rgyas kyi chos ma 'dres pa bco brgyad ni /	sangs rgya kyi chos ma dre ba chos brgyad ni 
BO_K02_D0008-2_H0009-2:63b-13	sangs rgyas kyi chos ma 'dres pa'i rang bzhin dang bral ba ste /	sangs rgya kyi chos ma dre ba rang bzhin dang bral ba ste 
BO_K02_D0008-2_H0009-2:63b-14	de byang chub sems dpa' sems dpa' chen po shes rab kyi pha rol tu phyin pa la spyod pa'i tshe yang dag pa ji lta ba bzhin du rab tu shes so //	de byang chub sems dpa sems dpa chen po shes rab kyi pha rol tu phyin ba la spyod ba tshe yang dag ba ji lta ba bzhin du rab tu shes so 
BO_K02_D0008-2_H0009-2:63b-15	tshe dang ldan pa sh'a radva ti'i bu /	tshe dang ldan ba sha radva ti bu 
BO_K02_D0008-2_H0009-2:63b-16	rgyun du zhugs pa'i 'bras bu ni /	rgyun du jug ba bras bu ni 
BO_K02_D0008-2_H0009-2:63b-17	rgyun du zhugs pa'i 'bras bu'i rang bzhin dang bral ba ste /	rgyun du jug ba bras bu rang bzhin dang bral ba ste 
BO_K02_D0008-2_H0009-2:64a-0	de byang chub sems dpa' sems dpa' chen po shes rab kyi pha rol tu phyin pa la spyod pa'i tshe yang dag pa ji lta ba bzhin du @64a *//	de byang chub sems dpa sems dpa chen po shes rab kyi pha rol tu phyin ba la spyod ba tshe yang dag ba ji lta ba bzhin du 
BO_K02_D0008-2_H0009-2:64a-1	rab tu shes so //	rab tu shes so 
BO_K02_D0008-2_H0009-2:64a-2	lan gcig phyir 'ong ba'i 'bras bu ni /	lan gcig phyir ng ba bras bu ni 
BO_K02_D0008-2_H0009-2:64a-3	lan gcig phyir 'ong ba'i 'bras bu'i rang bzhin dang bral ba ste /	lan gcig phyir ng ba bras bu rang bzhin dang bral ba ste 
BO_K02_D0008-2_H0009-2:64a-4	de byang chub sems dpa' sems dpa' chen po shes rab kyi pha rol tu phyin pa la spyod pa'i tshe yang dag pa ji lta ba bzhin du rab tu shes so //	de byang chub sems dpa sems dpa chen po shes rab kyi pha rol tu phyin ba la spyod ba tshe yang dag ba ji lta ba bzhin du rab tu shes so 
BO_K02_D0008-2_H0009-2:64a-5	phyir mi 'ong ba'i 'bras bu ni /	phyir mi ng ba bras bu ni 
BO_K02_D0008-2_H0009-2:64a-6	phyir mi 'ong ba'i 'bras bu'i rang bzhin dang bral ba ste /	phyir mi ng ba bras bu rang bzhin dang bral ba ste 
BO_K02_D0008-2_H0009-2:64a-7	de byang chub sems dpa' sems dpa' chen po shes rab kyi pha rol tu phyin pa la spyod pa'i tshe yang dag pa ji lta ba bzhin du rab tu shes so /	de byang chub sems dpa sems dpa chen po shes rab kyi pha rol tu phyin ba la spyod ba tshe yang dag ba ji lta ba bzhin du rab tu shes so 
BO_K02_D0008-2_H0009-2:64a-8	dgra bcom pa nyid ni /	dgra joms ba nyid ni 
BO_K02_D0008-2_H0009-2:64a-9	dgra bcom pa nyid kyi rang bzhin dang bral ba ste; de byang chub sems dpa' sems dpa' chen po shes rab kyi pha rol tu phyin pa la spyod pa'i tshe yang dag pa ji lta ba bzhin du rab tu shes so //	dgra joms ba nyid kyi rang bzhin dang bral ba ste; de byang chub sems dpa sems dpa chen po shes rab kyi pha rol tu phyin ba la spyod ba tshe yang dag ba ji lta ba bzhin du rab tu shes so 
BO_K02_D0008-2_H0009-2:64a-10	rang byang chub ni /	rang byang chub ni 
BO_K02_D0008-2_H0009-2:64a-11	rang byang chub kyi rang bzhin dang bral ba ste /	rang byang chub kyi rang bzhin dang bral ba ste 
BO_K02_D0008-2_H0009-2:64a-12	de byang chub sems dpa' sems dpa' chen po shes rab kyi pha rol tu phyin pa la spyod pa'i tshe yang dag pa ji lta ba bzhin du rab tu shes so //	de byang chub sems dpa sems dpa chen po shes rab kyi pha rol tu phyin ba la spyod ba tshe yang dag ba ji lta ba bzhin du rab tu shes so 
BO_K02_D0008-2_H0009-2:64a-13	lam gyi rnam pa shes pa nyid ni /	lam gyi rnam ba shes ba nyid ni 
BO_K02_D0008-2_H0009-2:64a-14	lam gyi rnam pa shes pa nyid kyi rang bzhin dang bral ba ste /	lam gyi rnam ba shes ba nyid kyi rang bzhin dang bral ba ste 
BO_K02_D0008-2_H0009-2:64a-15	de byang chub sems dpa' sems dpa' chen po shes rab kyi pha rol tu phyin pa la spyod pa'i tshe yang dag pa ji lta ba bzhin du rab tu shes so; ;rnam pa thams cad mkhyen pa nyid ni /	de byang chub sems dpa sems dpa chen po shes rab kyi pha rol tu phyin ba la spyod ba tshe yang dag ba ji lta ba bzhin du rab tu shes so; ;rnam ba thams cad mkhyen ba nyid ni 
BO_K02_D0008-2_H0009-2:64a-16	rnam pa thams cad mkhyen pa nyid kyi rang bzhin dang bral ba ste /	rnam ba thams cad mkhyen ba nyid kyi rang bzhin dang bral ba ste 
