segmentnr	original	stemmed
BO_K08_D0070_H0070:278b-0	@278b / /rgya gar skad du /	gar skad du 
BO_K08_D0070_H0070:278b-1	a'a rya su b'a hu ba ri britstsh'a n'a ma ma h'a y'a na s'u tra /	aa rya su ba hu ba ri britstsha na ma ma ha ya na su tra 
BO_K08_D0070_H0070:278b-2	bod skad du /	bod skad du 
BO_K08_D0070_H0070:279a-0	'phags pa lag bzang gis @279a *//	phag ba lag bzang gis 
BO_K08_D0070_H0070:279a-1	zhus pa zhes bya ba theg pa chen po'i mdo /	zhus ba zhes byed ba theg ba chen po mdo 
BO_K08_D0070_H0070:279a-2	bam po dang po /	bam po dang po 
BO_K08_D0070_H0070:279a-3	sangs rgyas dang byang chub sems dpa' thams cad la phyag 'tshal lo //	sangs rgya dang byang chub sems dpa thams cad la phyag tshal lo 
BO_K08_D0070_H0070:279a-4	'di skad bdag gis thos pa dus gcig na /	di skad bdag gis thos ba dus gcig na 
BO_K08_D0070_H0070:279a-5	bcom ldan 'das rgyal po'i khab na 'od ma'i tshal bya ka lan da ka'i gnas na /	joms ldan da rgyal po khab na d ma tshal byed ka lan da ka gnas na 
BO_K08_D0070_H0070:279a-6	dge slong gi dge 'dun chen po dang thabs gcig tu bzhugs te /	dge slong gi dge dun chen po dang thabs gcig tu bzhugs te 
BO_K08_D0070_H0070:279a-7	de'i tshe byang chub sems dpa' sems dpa' chen po lag bzang zhes bya ba g-yog dang bcas te /	de tshe byang chub sems dpa sems dpa chen po lag bzang zhes byed ba g-yog dang cha te 
BO_K08_D0070_H0070:279a-8	rgyal po'i khab kyi grong khyer chen po nas byung nas /	rgyal po khab kyi grong khyer chen po nas byung nas 
BO_K08_D0070_H0070:279a-9	'od ma'i tshal bya ka lan da ka'i gnas ga la ba dang / bcom ldan 'das ga la ba der dong ste phyin nas /	d ma tshal byed ka lan da ka gnas ga la ba dang joms ldan da ga la ba der dong ste phyin nas 
BO_K08_D0070_H0070:279a-10	bcom ldan 'das kyi zhabs la mgo bos phyag 'tshal te /	joms ldan da kyi zhabs la mgo bod phyag tshal te 
BO_K08_D0070_H0070:279a-11	bcom ldan 'das la lan gsum bskor ba byas nas phyogs gcig tu 'dug go /	joms ldan da la lan gsum skor ba byed nas phyogs gcig tu dug go 
BO_K08_D0070_H0070:279a-12	phyogs gcig tu 'dug nas byang chub sems dpa' sems dpa' chen po lag bzang gis bcom ldan 'das ga la ba de logs su thal mo sbyar ba btud de /	phyogs gcig tu dug nas byang chub sems dpa sems dpa chen po lag bzang gis joms ldan da ga la ba de logs su thal mo sbyor ba dud de 
BO_K08_D0070_H0070:279a-13	bcom ldan 'das la 'di skad ces gsol to //	joms ldan da la di skad ces gsol to 
BO_K08_D0070_H0070:279a-14	bcom ldan 'das /	joms ldan da 
BO_K08_D0070_H0070:279a-15	byang chub sems dpa' sems dpa' chen po chos du dang ldan na myur du bla na med pa yang dag par rdzogs pa'i byang chub mngon par rdzogs par 'tshang rgya /	byang chub sems dpa sems dpa chen po chos du dang ldan na myur du bla na med ba yang dag ba rdzogs ba byang chub mngon ba rdzogs ba tshang rgya 
