segmentnr	original	folio	stemmed
BO_TZ_PEMA-SANGTHIG-P21:0	pad+ma gsang ba'i thig le las /	0	pad+ma gsang ba thig le las 
BO_TZ_PEMA-SANGTHIG-P21:1	rdo rje'i chos srung rnams kyi rgyun gsol bstan dgra tshhar gcod ces bya ba bzhugs so //	0	rdo rje chos srung rnams kyi rgyun gsol ston dgra tshhar gcod ces byed ba bzhugs so 
BO_TZ_PEMA-SANGTHIG-P21:2	na mo gu ru pra ba ka ra ye /	0	na mo gu ru pra ba ka ra ye 
BO_TZ_PEMA-SANGTHIG-P21:3	gtor ma skyems phud sogs bshams la /	0	thor ma skyem bud sogs bshams la 
BO_TZ_PEMA-SANGTHIG-P21:4	ram yam kham/ om ahhu~m/	0	ram yam om 
BO_TZ_PEMA-SANGTHIG-P21:5	na mahsarba ta tha ga te b+h+yo bi shwa mu khe b+h+yahsarba tha kham ut+ga te s+pha ra na i mam ga ga na kham swa ha/	0	na mahsarba ta tha ga te b+h+yo bi shwa mu khe b+h+yahsarba tha kham ut+ga te s+pha ra na i mam ga ga na kham swa 
BO_TZ_PEMA-SANGTHIG-P21:6	zhes nam mkha' mdzod kyi sngags rgya lan gsum gyis byin brlabs la /	0	zhes nam mkha mdzod kyi sngags rgya lan gsum gyis byin brlabs la 
BO_TZ_PEMA-SANGTHIG-P21:7	kyai / ye shes las grub dam can rgya mtshho'i tshhogs //	0	kyai ye shes las grub dam can rgya mtshho tshhogs 
BO_TZ_PEMA-SANGTHIG-P21:8	zhi chags khro bo'i nyams 'gyur gsum dang bcas //	0	zhi chags khro bo nyams gyur gsum dang cha 
BO_TZ_PEMA-SANGTHIG-P21:9	sangs rgyas bstan pa gnyan po srung slad du //	0	sangs rgya ston ba gnyan po srung slad du 
BO_TZ_PEMA-SANGTHIG-P21:10	gnas 'dir spyan 'dren mi g.yo dgyes par bzhugs //	1	gnas dir spyan bgrang mi g.yo dgyes ba bzhugs 
BO_TZ_PEMA-SANGTHIG-P21:11	b+h+yoh kun tu bzang mo gnam zhal dbyings phyug ma //	1	b+h+yoh kun tu bzang mo gnam zhal dbyings phyug ma 
BO_TZ_PEMA-SANGTHIG-P21:12	mi bsrun drag tu khros pa e ka dzah	1	mi bsrun drag tu khro ba e ka dzah 
BO_TZ_PEMA-SANGTHIG-P21:13	rig rtshal rol pa'i khro rgyal ra hu la //	1	rig rtshal rol ba khro rgyal ra hu la 
BO_TZ_PEMA-SANGTHIG-P21:14	zab mo'i bstan skyong badzra sa d+hu rtshal //	1	zab mo ston skyong badzra sa d+hu rtshal 
BO_TZ_PEMA-SANGTHIG-P21:15	sbas pa'i dkor srung dur khrod ngan ne ma //	1	sbed ba dkor srung dur khrod ngan ne ma 
BO_TZ_PEMA-SANGTHIG-P21:16	gter gyi gnyer 'dzin lha yi dge bsnyen che //	1	gter gyi gnyer dzin lha yi dge snyen che 
BO_TZ_PEMA-SANGTHIG-P21:17	gtsho 'khor sprul par bcas pa ma lus rnams //	1	gtsho khor sprul ba cha ba ma lus rnams 
BO_TZ_PEMA-SANGTHIG-P21:18	'dod yon bdud rtshi'i mchod pa 'di bzhes shig	1	dod yon bdud rtshi mchod ba di bzhes shig 
BO_TZ_PEMA-SANGTHIG-P21:19	/dmar chen rak+ta'i btung ba 'di bzhes shig	1	chen rak+ta thung ba di bzhes shig 
BO_TZ_PEMA-SANGTHIG-P21:20	/sha khrag rus pa'i zhal zas 'di bzhes shig	2	khrag rus ba zhal zas di bzhes shig 
BO_TZ_PEMA-SANGTHIG-P21:21	/ba ling rgyan gyi mchod pa 'di bzhes shig	2	ling rgyan gyi mchod ba di bzhes shig 
BO_TZ_PEMA-SANGTHIG-P21:22	/mchod pa bzhes la phyi nang gsang ba yi //	2	ba bzhes la phyi nang gsang ba yi 
BO_TZ_PEMA-SANGTHIG-P21:23	bar chad dgra bgegs thal ba rdul du rlogs //	2	ba chad dgra bgegs thal ba rdul du rlogs 
BO_TZ_PEMA-SANGTHIG-P21:24	zab gter bstan pa phyogs dus kun tu spel //	2	zab gter ston ba phyogs dus kun tu spel 
BO_TZ_PEMA-SANGTHIG-P21:25	rnal 'byor bcol pa'i phrin las 'grub par mdzod //	2	rnal byor chol ba phrin las grub ba mdzod 
BO_TZ_PEMA-SANGTHIG-P21:26	ces mchod gtor gtshang sar gshegs /	2	ces mchod thor gtshang sar gshegs 
BO_TZ_PEMA-SANGTHIG-P21:27	zhes pa'ang dge 'phel mtshhan nas bskul ba'i ngor rje drung pas bris pa dge //	2	zhes ba dge phel mtshhan nas skul ba ngor rje drung ba bri ba dge 
