segmentnr	original	stemmed
BO_K03_D0009-2_H0010-2:60b-2	byang chub sems dpa' sems dpa' chen po mchis na /	byang chub sems dpa sems dpa chen po mchis na 
BO_K03_D0009-2_H0010-2:60b-3	dge ba bcu'i las kyi lam rnams 'jig rten du 'byung bar 'gyur /	dge ba chu las kyi lam rnams jig rten du byung ba gyur 
BO_K03_D0009-2_H0010-2:60b-4	bsam gtan bzhi 'jig rten du 'byung bar 'gyur /	bsam gtan bzhi jig rten du byung ba gyur 
BO_K03_D0009-2_H0010-2:60b-5	tshad med pa bzhi 'jig rten du 'byung bar 'gyur /	tshad med ba bzhi jig rten du byung ba gyur 
BO_K03_D0009-2_H0010-2:60b-6	gzugs med pa'i snyoms par 'jug pa bzhi 'jig rten du 'byung bar 'gyur /	gzugs med ba snyom ba jug ba bzhi jig rten du byung ba gyur 
BO_K03_D0009-2_H0010-2:60b-7	mngon par shes pa lnga 'jig rten du 'byung bar 'gyur /	mngon ba shes ba lnga jig rten du byung ba gyur 
BO_K03_D0009-2_H0010-2:60b-8	sbyin pa'i pha rol tu phyin pa 'jig rten du 'byung bar 'gyur /	sbyin ba pha rol tu phyin ba jig rten du byung ba gyur 
BO_K03_D0009-2_H0010-2:60b-9	tshul khrims kyi pha rol tu phyin pa dang / bzod pa'i pha rol tu phyin pa dang / brtson 'grus kyi pha rol tu phyin pa dang / bsam gtan gyi pha rol tu phyin pa dang / shes rab kyi pha rol tu phyin pa 'jig rten du 'byung bar 'gyur /	tshul khrims kyi pha rol tu phyin ba dang bzod ba pha rol tu phyin ba dang brtson grus kyi pha rol tu phyin ba dang bsam gtan gyi pha rol tu phyin ba dang shes rab kyi pha rol tu phyin ba jig rten du byung ba gyur 
BO_K03_D0009-2_H0010-2:60b-10	nang stong pa nyid dang / dngos po med pa'i ngo bo nyid stong pa nyid kyi bar du 'jig rten du 'byung bar 'gyur /	nang stong ba nyid dang dngos po med ba ngo bo nyid stong ba nyid kyi ba du jig rten du byung ba gyur 
BO_K03_D0009-2_H0010-2:60b-11	dran pa nye bar bzhag pa dang / yang dag par spong ba dang / rdzu 'phrul gyi rkang pa dang / dbang po dang / stobs dang / byang chub kyi yan lag dang / 'phags pa'i lam yan lag brgyad pa dang / 'phags pa'i bden pa dang /	dran ba nye ba jog ba dang yang dag ba spong ba dang rdzu phrul gyi rkang ba dang dbang po dang stobs dang byang chub kyi yan lag dang phag ba lam yan lag brgyad ba dang phag ba bden ba dang 
BO_K03_D0009-2_H0010-2:61a-0	bsam gtan dang / tshad med pa dang / @61a *//	bsam gtan dang tshad med ba dang 
