segmentnr	original	folio	stemmed
BO_NK005_(ca)002:0	sangs rgyas mnyam sbyor gyi bla brgyud gsol 'debs ni /	0	sangs rgya mnyam sbyor gyi bla brgyud gsol debs ni 
BO_NK005_(ca)002:1	kun bzang rigs lnga gsang bdag dri med grags //	0	kun bzang rigs lnga gsang bdag dri med grags 
BO_NK005_(ca)002:2	in+d+ra b+hu ti u pa r+aa dza dang // ku ku r+au dza mu di ta rnams la //	0	in+d+ra b+hu ti u ba r+aa dza dang ku ku r+au dza mu di ta rnams la 
BO_NK005_(ca)002:3	gsol ba 'debs so mchog thun dngos grub stsol //	0	gsol ba debs so mchog thun dngos grub stsol 
BO_NK005_(ca)002:4	arka so ma badz+ra ba hu ta //	0	arka so ma badz+ra ba hu ta 
BO_NK005_(ca)002:5	mus to ba hu tahdang gus ko ta //	0	mus to ba hu tahdang gus ko ta 
BO_NK005_(ca)002:6	dri med bshes gnyen rma lo rin mchog la //	0	dri med bshes gnyen rma lo rin mchog la 
BO_NK005_(ca)002:7	gsol ba mkhas pa'i dbang po gtsug gyer rnam gnyis dang // tshul khrims byang chub thugs sras rnam pa gsum //	0	gsol ba mkhas ba dbang po gtsug gyer rnam gnyis dang tshul khrims byang chub thugs sras rnam ba gsum 
BO_NK005_(ca)002:8	cog ro rgyal ba'i yon tan /	0	cog ro rgyal ba yon tan 
BO_NK005_(ca)002:9	la gsum gzhon nu mchog /	0	la gsum gzhon nu mchog 
BO_NK005_(ca)002:10	rdo rje 'jam dpal dang gsum mo //	1	rdo rje jam dpal dang gsum mo 
BO_NK005_(ca)002:11	mchan / byang chub 'od dang blo gros rgyal mtshan la //	1	mchan byang chub d dang blo gros rgyal mtshan la 
BO_NK005_(ca)002:12	gsol ba rin chen tshul khrims rong ston chos bzang dang // yam shud blo bzang 'gos ston zla ba 'bar //	1	gsol ba rin chen tshul khrims rong ston chos bzang dang yam shud blo bzang go ston zla ba bar 
BO_NK005_(ca)002:13	zla ba 'bum grags dngos grub rgyal mtshan la /	1	zla ba bum grags dngos grub rgyal mtshan la 
BO_NK005_(ca)002:14	gsol ba 'gos ston chos rdor 'gos pa dngos grub mgon //	1	gsol ba go ston chos rdar go ba dngos grub mgon 
BO_NK005_(ca)002:15	dbus pa sangs 'bum gser steng chos 'od bzang //	1	dbus ba sangs bum gser steng chos d bzang 
BO_NK005_(ca)002:16	mi bskyod rdo rje mkhan chen bsod 'phel la //	1	mi skyod rdo rje mkhan chen bsod phel la 
BO_NK005_(ca)002:17	gsol ba bag ston tshul rgyal bla chen bsod nams dpal //	1	gsol ba bag ston tshul rgyal bla chen bsod nams dpal 
BO_NK005_(ca)002:18	'jam dbyangs kun blo nam mkha' tshul khrims dang // rong pa blo bzang mkhyen rab chos rje la //	1	jam dbyangs kun blo nam mkha tshul khrims dang rong ba blo bzang mkhyen rab chos rje la 
BO_NK005_(ca)002:19	gsol ba sam b+ha sh+r+ai tshul khrims 'od zer 'bar //	1	gsol ba sam b+ha sh+r+ai tshul khrims d zer bar 
BO_NK005_(ca)002:20	bsod nams dpal 'byor rin chen bkra shis sde //	2	bsod nams dpal byor rin chen bkra shis sde 
BO_NK005_(ca)002:21	blo gsal rgya mtsho 'jam dbyangs mkhyen brtse la //	2	blo gsal rgya mtsho jam dbyangs mkhyen brtse la 
BO_NK005_(ca)002:22	gsol ba dbang phyug rab brtan bsod nams mchog ldan dpal //	2	gsol ba dbang phyug rab brtan bsod nams mchog ldan dpal 
BO_NK005_(ca)002:23	ngag dbang o rgyan rig 'dzin gter bdag gling //	2	ngag dbang o rgyan rig dzin gter bdag gling 
BO_NK005_(ca)002:24	'gyur med rgya mtsho rin chen rnam rgyal la //	2	gyur med rgya mtsho rin chen rnam rgyal la 
BO_NK005_(ca)002:25	gsol ba o rgyan bstan 'dzin phrin las rnam par rgyal //	2	gsol ba o rgyan ston dzin phrin las rnam ba rgyal 
BO_NK005_(ca)002:26	phrin las chos sgron sangs rgyas kun dag'i zhabs //	2	phrin las chos sgron sangs rgya kun dag zhabs 
BO_NK005_(ca)002:27	bstan 'dzin nor bu phan bde'i 'od zer la //	2	ston dzin nor bu phan bde d zer la 
BO_NK005_(ca)002:28	gsol ba brgyud srol kun 'dus rtsa ba'i bla ma dang // bde gshegs sgyu ma bde mchog yi dam lha //	2	gsol ba brgyud srol kun du rtsa ba bla ma dang bde gshegs sgyu ma bde mchog yi dam lha 
BO_NK005_(ca)002:29	ma sring mkha' 'gro dam can rgya mtsho la //	2	ma sring mkha gro dam can rgya mtsho la 
BO_NK005_(ca)002:30	gsol ba rig 'dzin bla ma lha dang mkha' 'gro'i tshogs //	3	gsol ba rig dzin bla ma lha dang mkha gro tshogs 
BO_NK005_(ca)002:31	'bral med yid la rtse gcig bsgoms pa'i mthus //	3	bral med yid la rtse gcig sgom ba mthus 
BO_NK005_(ca)002:32	rigs lnga'i bde gshegs bsnyen pa yongs rdzogs nas //	3	rigs lnga bde gshegs snyen ba yongs rdzogs nas 
BO_NK005_(ca)002:33	he ru ka dpal mngon du 'grub par shog /	3	he ru ka dpal mngon du grub ba shog 
