segmentnr	original	stemmed
BO_K10_D0338_H0343:425b-0	@425b / /rgya gar skad du /	gar skad du 
BO_K10_D0338_H0343:425b-1	karma bi bhangga /	karma bi bhangga 
BO_K10_D0338_H0343:425b-2	bod skad du /	bod skad du 
BO_K10_D0338_H0343:425b-3	las rnam par 'byed pa /	las rnam ba byed ba 
BO_K10_D0338_H0343:425b-4	bam po dang po /	bam po dang po 
BO_K10_D0338_H0343:425b-5	sangs rgyas dang / byang chub sems dpa' thams cad la phyag 'tshal lo //	sangs rgya dang byang chub sems dpa thams cad la phyag tshal lo 
BO_K10_D0338_H0343:425b-6	'di skad bdag gis thos pa dus gcig na /	di skad bdag gis thos ba dus gcig na 
BO_K10_D0338_H0343:426a-0	@426a *// bcom ldan 'das mnyan du yod pa na rgyal bu rgyal byed kyi tshal mgon med zas sbyin gyi kun dga' ra ba na bzhugs te /	joms ldan da nyan du yod ba na rgyal bu rgyal byed kyi tshal mgon med zas sbyin gyi kun dga ra ba na bzhugs te 
BO_K10_D0338_H0343:426a-1	de nas bcom ldan 'das snga dro chos gos dang / sham thabs mnabs /	de nas joms ldan da snga dro chos gos dang sham thabs nab 
BO_K10_D0338_H0343:426a-2	lhung bzed bsnams te /	lhung bzed snom te 
BO_K10_D0338_H0343:426a-3	mnyan du yod par bsod snyoms kyi phyir gshegs nas /	nyan du yod ba bsod snyom kyi phyir gshegs nas 
BO_K10_D0338_H0343:426a-4	mthar chags su mnyan du yod par bsod snyoms bzhes te /	mthar chags su nyan du yod ba bsod snyom bzhes te 
BO_K10_D0338_H0343:426a-5	to'u te ya'i bu bram ze'i khye'u ne tso'i khyim ga la ba der gshegs so //	tou te ya bu bram ze khyeu ne tso khyim ga la ba der gshegs so 
BO_K10_D0338_H0343:426a-6	de'i tshe to'u te ya'i bu bram ze'i khye'u ne tso'i khyim de ni /	de tshe tou te ya bu bram ze khyeu ne tso khyim de ni 
BO_K10_D0338_H0343:426a-7	khri ras ko ni ka bting ba'i steng na khyi dung zhes bya ba 'dug ste /	khri ras ko ni ka bting ba steng na khyi dung zhes byed ba dug ste 
BO_K10_D0338_H0343:426a-8	khar gzhong rdo ba khar blangs pa la 'bras chan dang / sha bsres pa'i khrud ma 'thung ba las /	khar gzhong rdo ba khar blangs ba la bras chan dang sha bsres ba khrud ma thung ba las 
BO_K10_D0338_H0343:426a-9	khyi dung gis bcom ldan 'das sgo drung na bzhugs pa mthong ste /	khyi dung gis joms ldan da sgo drung na bzhugs ba mthong ste 
BO_K10_D0338_H0343:426a-10	mthong nas kyang 'a 'u zhes zugs so //	mthong nas kyang a u zhes zugs so 
BO_K10_D0338_H0343:426a-11	de nas bcom ldan 'das kyis khyi dung la 'di skad ces bka' stsal te /	de nas joms ldan da kyis khyi dung la di skad ces bka stsal te 
BO_K10_D0338_H0343:426a-12	khyi dung khyod kye zhes bya ba las 'a 'u zhes zugs par gyur na /	khyi dung khyod kye zhes byed ba las a u zhes zugs ba gyur na 
BO_K10_D0338_H0343:426a-13	des kyang ma dul lam /	des kyang ma dul lam 
BO_K10_D0338_H0343:426a-14	de skad ces bka' stsal pa dang / khyi dung khros 'khrugs tshig pa zos te /	de skad ces bka stsal ba dang khyi dung khro khrugs tshig ba zos te 
BO_K10_D0338_H0343:426a-15	yid ma rangs nas ras ko ni ka bting ba'i khri las babs te /	yid ma rangs nas ras ko ni ka bting ba khri las bab te 
BO_K10_D0338_H0343:426a-16	khri'i 'og na gtor khung gi shing gi w'a la 'dug go /	khri g na thor khung gi shing gi wa la dug go 
BO_K10_D0338_H0343:426b-0	de'i tshe to'u te ya'i bu bram ze'i khye'u ne tso bya ba zhig gi @426b phyir phyi rol du byung ba las /	de tshe tou te ya bu bram ze khyeu ne tso byed ba jig gi phyir phyi rol du byung ba las 
BO_K10_D0338_H0343:426b-1	de nas to'u te ya'i bu bram ze'i khye'u ne tso slar log pa dang / to'u te ya'i bu bram ze'i khye'u ne tsos khyi dung khri'i 'og na gtor khung gi w'a la 'dug pa mthong ngo //	de nas tou te ya bu bram ze khyeu ne tso slar log ba dang tou te ya bu bram ze khyeu ne tsos khyi dung khri g na thor khung gi wa la dug ba mthong ngo 
BO_K10_D0338_H0343:426b-2	mthong nas kyang nang mi la smras pa /	mthong nas kyang nang mi la smras ba 
BO_K10_D0338_H0343:426b-3	khyod kyi khyi dung 'di la ci zhig smras /	khyod kyi khyi dung di la ci jig smras 
BO_K10_D0338_H0343:426b-4	jo bo / bdag cag gang gis kyang khyi dung la ci yang ma smras so //	jo bo bdag cag gang gis kyang khyi dung la ci yang ma smras so 
BO_K10_D0338_H0343:426b-5	de lta lags mod kyi dge sbyong go'u ta ma byon par gyur te /	de lta lags mod kyi dge sbyong gou ta ma byon ba gyur te 
