segmentnr	original	stemmed
BO_K01_D0001_H0001:93b-13	lo bcu lon pa chos lnga po de dag dang ldan pas rab tu dbyung par bya /	lo chu lon ba chos lnga po de dag dang ldan ba rab tu byin ba byed 
BO_K01_D0001_H0001:93b-14	bsnyen par rdzogs par bya /	snyen ba rdzogs ba byed 
BO_K01_D0001_H0001:93b-15	gnas sbyin par bya /	gnas sbyin ba byed 
BO_K01_D0001_H0001:93b-16	dge tshul nye bar gzhag par bya zhing /	dge tshul nye ba jog ba byed zhing 
BO_K01_D0001_H0001:93b-17	bdag nyid kyang mi gnas par 'dug par bya'o //	bdag nyid kyang mi gnas ba dug ba byed 
BO_K01_D0001_H0001:93b-18	gzhan yang lo bcu lon pa chos lnga dang ldan pas rab tu dbyung bar bya /	gzhan yang lo chu lon ba chos lnga dang ldan ba rab tu byin ba byed 
BO_K01_D0001_H0001:93b-19	bsnyen par rdzogs par bya /	snyen ba rdzogs ba byed 
BO_K01_D0001_H0001:93b-20	gnas sbyin par bya /	gnas sbyin ba byed 
BO_K01_D0001_H0001:93b-21	dge tshul nye bar gzhag par bya zhing /	dge tshul nye ba jog ba byed zhing 
BO_K01_D0001_H0001:93b-22	bdag nyid kyang mi gnas par 'dug par bya'o //	bdag nyid kyang mi gnas ba dug ba byed 
BO_K01_D0001_H0001:93b-23	lnga gang zhe na /	lnga gang zhe na 
BO_K01_D0001_H0001:94a-0	tshul khrims dang ldan pa dang / mang du thos pa dang / lhag pa'i tshul khrims kyi bslab pa la slob pa dang / lhag ba'i sems kyi bslab ba la slob pa dang / lhag pa'i shes rab kyi @94a *//	tshul khrims dang ldan ba dang mang du thos ba dang lhag ba tshul khrims kyi bslab ba la slob ba dang lhag ba sems kyi bslab ba la slob ba dang lhag ba shes rab kyi 
BO_K01_D0001_H0001:94a-1	bslab pa la slob pa ste /	bslab ba la slob ba ste 
BO_K01_D0001_H0001:94a-2	lo bcu lon pa chos lnga po de dag dang ldan pas rab tu dbyung bar bya /	lo chu lon ba chos lnga po de dag dang ldan ba rab tu byin ba byed 
BO_K01_D0001_H0001:94a-3	bsnyen par rdzogs par bya /	snyen ba rdzogs ba byed 
BO_K01_D0001_H0001:94a-4	gnas sbyin par bya /	gnas sbyin ba byed 
BO_K01_D0001_H0001:94a-5	dge tshul nya bar gzhag par bya zhing /	dge tshul nya ba jog ba byed zhing 
BO_K01_D0001_H0001:94a-6	bdag nyid kyang mi gnas par 'dug par bya'o //	bdag nyid kyang mi gnas ba dug ba byed 
BO_K01_D0001_H0001:94a-7	gzhan yang lo bcu lon pa chos lnga dang ldan pas rab tu dbyung bar bya /	gzhan yang lo chu lon ba chos lnga dang ldan ba rab tu byin ba byed 
BO_K01_D0001_H0001:94a-8	bsnyen par rdzogs par bya /	snyen ba rdzogs ba byed 
BO_K01_D0001_H0001:94a-9	gnas sbyin par bya /	gnas sbyin ba byed 
BO_K01_D0001_H0001:94a-10	dge tshul nye bar gzhag par bya zhing /	dge tshul nye ba jog ba byed zhing 
BO_K01_D0001_H0001:94a-11	bdag nyid kyang mi gnas par 'dug par bya'o //	bdag nyid kyang mi gnas ba dug ba byed 
BO_K01_D0001_H0001:94a-12	lnga gang zhe na /	lnga gang zhe na 
BO_K01_D0001_H0001:94a-13	tshul khrims dang ldan pa dang / mang du thos pa dang / lhan cig gnas pa dang / nye gnas rnams lhag pa'i tshul khrims kyi bslab pa la slob tu 'jug nus pa dang / lhag pa'i sems kyi bslab pa la slob tu 'jug nus pa dang /	tshul khrims dang ldan ba dang mang du thos ba dang lhan cig gnas ba dang nye gnas rnams lhag ba tshul khrims kyi bslab ba la slob tu jug nus ba dang lhag ba sems kyi bslab ba la slob tu jug nus ba dang 
BO_K01_D0001_H0001:94a-14	lhag pa'i shes rab kyi bslab pa la slob tu 'jug nus pa ste /	lhag ba shes rab kyi bslab ba la slob tu jug nus ba ste 
BO_K01_D0001_H0001:94a-15	lo bcu lon pa chos lnga po de dag dang ldan pas rab tu dbyung bar bya /	lo chu lon ba chos lnga po de dag dang ldan ba rab tu byin ba byed 
BO_K01_D0001_H0001:94a-16	bsnyen par rdzogs par bya /	snyen ba rdzogs ba byed 
BO_K01_D0001_H0001:94a-17	gnas sbyin par bya /	gnas sbyin ba byed 
BO_K01_D0001_H0001:94a-18	dge tshul nye bar gzhag par bya zhing /	dge tshul nye ba jog ba byed zhing 
BO_K01_D0001_H0001:94a-19	bdag nyid kyang mi gnas par 'dug par bya'o //	bdag nyid kyang mi gnas ba dug ba byed 
BO_K01_D0001_H0001:94a-20	gzhan yang lo bcu lon pa chos lnga dang ldan pas rab tu dbyung bar bya /	gzhan yang lo chu lon ba chos lnga dang ldan ba rab tu byin ba byed 
BO_K01_D0001_H0001:94a-21	bsnyen par rdzogs par bya /	snyen ba rdzogs ba byed 
BO_K01_D0001_H0001:94a-22	gnas sbyin par bya /	gnas sbyin ba byed 
BO_K01_D0001_H0001:94a-23	dge tshul nye bar gzhag par bya zhing /	dge tshul nye ba jog ba byed zhing 
BO_K01_D0001_H0001:94a-24	bdag nyid kyang mi gnas par 'dug par bya'o //	bdag nyid kyang mi gnas ba dug ba byed 
BO_K01_D0001_H0001:94a-25	lnga gang zhe na /	lnga gang zhe na 
BO_K01_D0001_H0001:94b-0	tshul khrims dang ldan pa dang / mang du thos pa dang / lhag pa'i spyod pa la slob pa dang / lhag pa'i 'dul ba la slob pa dang / lhag @94b pa'i so sor thar pa la slob pa ste /	tshul khrims dang ldan ba dang mang du thos ba dang lhag ba spyod ba la slob ba dang lhag ba dul ba la slob ba dang lhag ba so sor thar ba la slob ba ste 
BO_K01_D0001_H0001:94b-1	lo bcu lon pa chos lnga po de dag dang ldan pas rab tu dbyung bar bya /	lo chu lon ba chos lnga po de dag dang ldan ba rab tu byin ba byed 
BO_K01_D0001_H0001:94b-2	bsnyen par rdzogs par bya /	snyen ba rdzogs ba byed 
