segmentnr	original	stemmed
BO_K10_D0306_H0309:202b-0	@202b / /rgya gar skad du /	gar skad du 
BO_K10_D0306_H0309:202b-1	bi mukta m'arga dhu ta gu na ni rde sha n'a ma /	bi mukta marga dhu ta gu na ni rde sha na ma 
BO_K10_D0306_H0309:202b-2	bod skad du /	bod skad du 
BO_K10_D0306_H0309:202b-3	rnam par grol ba'i lam las sbyangs pa'i yon tan bstan pa zhes bya ba /	rnam ba grol ba lam las sbyong ba yon tan ston ba zhes byed ba 
BO_K10_D0306_H0309:202b-4	'jam dpal gzhon nur gyur pa la phyag 'tshal lo //	jam dpal gzhon nur gyur ba la phyag tshal lo 
BO_K10_D0306_H0309:202b-5	de nas de ltar tshul khrims rnam par dag pa'i rnal 'byor pa spyod pa sgrub par 'dod pa /	de nas de ltar tshul khrims rnam ba dag ba rnal byor ba spyod ba sgrub ba dod ba 
BO_K10_D0306_H0309:202b-6	yon tan don du gnyer bas sbyangs pa'i yon tan yang dag par blangs te 'jug par bya'o //	yon tan don du gnyer ba sbyong ba yon tan yang dag ba blangs te jug ba byed 
BO_K10_D0306_H0309:202b-7	rnal 'byor spyod pa sbyangs pa'i yon tan yang dag par blangs pa ni rnam grangs du mas 'dod pa chung ba nyid dang / chog shes pa nyid dang / yo byad bsnyungs pa rgyas pa dang / brtson 'grus rtsom pa dang / dgang sla ba nyid dang /	rnal byor spyod ba sbyong ba yon tan yang dag ba blangs ba ni rnam grangs du mas dod ba chung ba nyid dang chog shes ba nyid dang yo byad snyung ba rgya ba dang brtson grus rtsom ba dang geng sla ba nyid dang 
BO_K10_D0306_H0309:202b-8	rig par gnas pa nyid dang / yongs su zhan pa rab tu gcod par 'gyur zhing /	rig ba gnas ba nyid dang yongs su zhan ba rab tu gcod ba gyur zhing 
BO_K10_D0306_H0309:202b-9	'di ni tshul khrims phags par bsrungs pa dang / ting nge 'dzin gyi tshogs dang / 'phags pa'i rigs snang bar 'gyur la /	di ni tshul khrims phags ba bsrungs ba dang ting nge dzin gyi tshogs dang phag ba rigs snang ba gyur la 
BO_K10_D0306_H0309:202b-10	yon tan gyi mchog dag la'ang snang bar 'gyur ro //	yon tan gyi mchog dag la snang ba gyur ro 
BO_K10_D0306_H0309:203a-0	de la sbyangs pa'i yon tan bcu gsum la gos dang ldan pa gnyis @203a *//	de la sbyong ba yon tan chu gsum la gos dang ldan ba gnyis 
BO_K10_D0306_H0309:203a-1	te; phyag dar khrod pa nyid dang / chos gos gsum pa nyid do //	te; phyag dar khrod ba nyid dang chos gos gsum ba nyid do 
BO_K10_D0306_H0309:203a-2	zas dang ldan pa lnga ste /	zas dang ldan ba lnga ste 
BO_K10_D0306_H0309:203a-3	bsod snyoms pa nyid dang / mthar chags su rgyu ba nyid dang / stan gcig pa nyid dam /	bsod snyom ba nyid dang mthar chags su rgyu ba nyid dang stan gcig ba nyid dam 
BO_K10_D0306_H0309:203a-4	zas chog pa nyid dang / zas phyis mi len pa nyid do //	zas chog ba nyid dang zas byid mi len ba nyid do 
BO_K10_D0306_H0309:203a-5	gnas mal dang ldan pa la lnga ste /	gnas mal dang ldan ba la lnga ste 
BO_K10_D0306_H0309:203a-6	dgon pa pa nyid dang / shing drung pa nyid dang / bla gab med pa nyid dang / dur khrod pa nyid dang / gzhi ji bzhin pa nyid do //	dgon ba ba nyid dang shing drung ba nyid dang bla gab med ba nyid dang dur khrod ba nyid dang gzhi ji bzhin ba nyid do 
BO_K10_D0306_H0309:203a-7	brtson 'grus dang ldan pa gcig ste /	brtson grus dang ldan ba gcig ste 
BO_K10_D0306_H0309:203a-8	tsog pu pa nyid do //	tsog pu ba nyid do 
BO_K10_D0306_H0309:203a-9	de la phyag dar khrod pa'i yan lag gi ngo bo nyid ni phyag dar khrod pa nyid do //	de la phyag dar khrod ba yan lag gi ngo bo nyid ni phyag dar khrod ba nyid do 
BO_K10_D0306_H0309:203a-10	lhag ma rnams kyi tshig gi don yang de bzhin du brjod par bya'o //	lhag ma rnams kyi tshig gi don yang de bzhin du rjod ba byed 
BO_K10_D0306_H0309:203a-11	de la phyag dar khrod pa nyid ni khyim bdag gi gos spong ba yin no //	de la phyag dar khrod ba nyid ni khyim bdag gi gos spong ba yin no 
BO_K10_D0306_H0309:203a-12	chos gos gsum pa nyid ni gos bzhi pa spong ba yin no //	chos gos gsum ba nyid ni gos bzhi ba spong ba yin no 
BO_K10_D0306_H0309:203a-13	bsod snyoms pa nyid ni mgron du 'gro ba spong ba yin no //	bsod snyom ba nyid ni mgron du gro ba spong ba yin no 
BO_K10_D0306_H0309:203a-14	mthar chags su rgyu ba nyid ni brnyogs par rgyu ba spong ba yin no //	mthar chags su rgyu ba nyid ni brnyog ba rgyu ba spong ba yin no 
BO_K10_D0306_H0309:203a-15	stan gcig pa nyid ni lan gnyis su 'dug pa spong ba yin no //	stan gcig ba nyid ni lan gnyis su dug ba spong ba yin no 
BO_K10_D0306_H0309:203a-16	zas chog pa pa nyid ni zas mang po spong ba yin no //	zas chog ba ba nyid ni zas mang po spong ba yin no 
BO_K10_D0306_H0309:203a-17	zas phyis mi len pa nyid ni zas lhag par len pa spong ba yin no //	zas byid mi len ba nyid ni zas lhag ba len ba spong ba yin no 
BO_K10_D0306_H0309:203a-18	dgon pa pa nyid ni grong mthar gnas pa spong ba yin no //	dgon ba ba nyid ni grong mthar gnas ba spong ba yin no 
BO_K10_D0306_H0309:203a-19	shing drung pa nyid ni g-yogs par gnas pa spong ba yin no //	shing drung ba nyid ni g-yogs ba gnas ba spong ba yin no 
BO_K10_D0306_H0309:203a-20	bla ga ba med pa nyid ni g-yogs pa dang / shing drung du gnas pa spong ba yin no //	bla ga ba med ba nyid ni g-yogs ba dang shing drung du gnas ba spong ba yin no 
BO_K10_D0306_H0309:203b-0	@203b dur khrod pa nyid ni gzhan du gnas pa spong ba yin no //	dur khrod ba nyid ni gzhan du gnas ba spong ba yin no 
BO_K10_D0306_H0309:203b-1	gzhi ji bzhin pa nyid ni brkam chags kyi gnas mal spong ba yin no //	gzhi ji bzhin ba nyid ni rkam chags kyi gnas mal spong ba yin no 
BO_K10_D0306_H0309:203b-2	tsog bu pa nyid ni nyal ba spong ba yin no //	tsog bu ba nyid ni nyal ba spong ba yin no 
BO_K10_D0306_H0309:203b-3	de la phyag dar khrod pa nyid ji ltar yang dag par len zhe na /	de la phyag dar khrod ba nyid ji ltar yang dag ba len zhe na 
BO_K10_D0306_H0309:203b-4	khyim bdag gi gos tshol ba nyid dang / yongs su 'dzin pa dang / gzhan la gsol ba byed pa'i nyes dmigs kyang mthong /	khyim bdag gi gos tshol ba nyid dang yongs su dzin ba dang gzhan la gsol ba byed ba nyes dmigs kyang mthong 
BO_K10_D0306_H0309:203b-5	phyag dar khrod pa nyid kyi yon tan yang mthong nas gos na ra ma la gnas pa /	phyag dar khrod ba nyid kyi yon tan yang mthong nas gos na ra ma la gnas ba 
BO_K10_D0306_H0309:203b-6	'di skad du /	di skad du 
BO_K10_D0306_H0309:203b-7	deng slan chad khyim bdag gi gos spong ste /	deng slan chad khyim bdag gi gos spong ste 
BO_K10_D0306_H0309:203b-8	phyag dar khrod pa nyid ni yang dag par len to zhes yang dag par len to //	phyag dar khrod ba nyid ni yang dag ba len to zhes yang dag ba len to 
BO_K10_D0306_H0309:203b-9	de la phyag dar khrod pa nyid kyi yon tan ni 'di dag yin te /	de la phyag dar khrod ba nyid kyi yon tan ni di dag yin te 
BO_K10_D0306_H0309:203b-10	gnas dam bcas pa nyid dang mthun pa nyid dang / gzhan la rag ma las pa nyid dang / ma rung na mi byed pa nyid dang / yongs su spyod pa na lhag par ma chags pa nyid dang / brkam chags med pa nyid dang /	gnas dam cha ba nyid dang mthun ba nyid dang gzhan la rag ma las ba nyid dang ma rung na mi byed ba nyid dang yongs su spyod ba na lhag ba ma chags ba nyid dang rkam chags med ba nyid dang 
