segmentnr	original	stemmed
BO_K10_D0203_H0204:119b-0	@119b / /rgya gar skad du /	gar skad du 
BO_K10_D0203_H0204:119b-1	a'arya dharma mu dr'a n'a ma mah'a y'a na s'u tra /	aarya dharma mu dra na ma maha ya na su tra 
BO_K10_D0203_H0204:119b-2	bod skad du /	bod skad du 
BO_K10_D0203_H0204:120a-0	'phags pa chos kyi phyag rgya zhes bya ba theg @120a *//	phag ba chos kyi phyag rgya zhes byed ba theg 
BO_K10_D0203_H0204:120a-1	pa chen po'i mdo /	ba chen po mdo 
BO_K10_D0203_H0204:120a-2	sangs rgyas dang / byang chub sems dpa' thams cad la phyag 'tshal lo //	sangs rgya dang byang chub sems dpa thams cad la phyag tshal lo 
BO_K10_D0203_H0204:120a-3	'di skad bdag gis thos pa dus gcig na /	di skad bdag gis thos ba dus gcig na 
BO_K10_D0203_H0204:120a-4	bcom ldan 'das mnyan yod na rgyal bu rgyal byed kyi tshal mgon med zas sbyin gyi kun dga' ra ba na /	joms ldan da nyan yod na rgyal bu rgyal byed kyi tshal mgon med zas sbyin gyi kun dga ra ba na 
BO_K10_D0203_H0204:120a-5	dge slong lnga stong tha ma pa'i dge slong gi dge 'dun chen po dang / byang chub sems dpa' sems dpa' chen po rab tu mang po dag dang thabs gcig tu bzhugs te /	dge slong lnga stong tha ma ba dge slong gi dge dun chen po dang byang chub sems dpa sems dpa chen po rab tu mang po dag dang thabs gcig tu bzhugs te 
BO_K10_D0203_H0204:120a-6	de nas tshe dang ldan pa sh'a ri'i bu bcom ldan 'das kyi mthus stan las langs te /	de nas tshe dang ldan ba sha ri bu joms ldan da kyi mthus stan las ldang te 
BO_K10_D0203_H0204:120a-7	bla gos phrag pa gcig tu gzar nas pus mo g-yas pa'i lha nga sa la btsugs te /	bla gos phrag ba gcig tu gzar nas pus mo g-yas ba lha nga sa la btsugs te 
BO_K10_D0203_H0204:120a-8	bcom ldan 'das ga la ba de logs su thal mo sbyar ba btud nas /	joms ldan da ga la ba de logs su thal mo sbyor ba dud nas 
BO_K10_D0203_H0204:120a-9	bcom ldan 'das la 'di skad ces gsol to //	joms ldan da la di skad ces gsol to 
BO_K10_D0203_H0204:120a-10	bcom ldan 'das rab tu byung ba rab tu byung ba zhes bgyi na /	joms ldan da rab tu byung ba rab tu byung ba zhes bgyid na 
BO_K10_D0203_H0204:120a-11	bcom ldan 'das /	joms ldan da 
BO_K10_D0203_H0204:120a-12	ji tsam gyis na legs par gsungs pa'i chos 'dul ba la dge slong rab tu byung ba 'phags pa 'jig rten las 'das pa'i rdzogs par bsnyen pas rdzogs par bsnyen pa lags /	ji tsam gyis na legs ba gsungs ba chos dul ba la dge slong rab tu byung ba phag ba jig rten las da ba rdzogs ba snyen ba rdzogs ba snyen ba lags 
BO_K10_D0203_H0204:120a-13	bcom ldan 'das kyis bka' stsal pa /	joms ldan da kyis bka stsal ba 
BO_K10_D0203_H0204:120a-14	sh'a ri'i bu /	sha ri bu 
BO_K10_D0203_H0204:120a-15	so so'i skye bo'i chos rnams las kyang ma 'das la /	so so skye bo chos rnams las kyang ma da la 
