segmentnr	original	stemmed
BO_K02_D0008-4_H0009-4:159a-5	de ltar na mngon par ma grub pa dang / srid pa zhes bya ba'i chos de gnyis ni gnyis su med de gnyis su byar med do /	de ltar na mngon ba ma grub ba dang srid ba zhes byed ba chos de gnyis ni gnyis su med de gnyis su byar med do 
BO_K02_D0008-4_H0009-4:159a-6	mngon par ma grub pa ma gtogs par skye ba yang dag par rjes su mi mthong ste /	mngon ba ma grub ba ma gtogs ba skye ba yang dag ba rjes su mi mthong ste 
BO_K02_D0008-4_H0009-4:159a-7	de ltar na mngon par ma grub pa dang / skye ba zhes bya ba'i chos de gnyis ni gnyis su med de gnyis su byar med do //	de ltar na mngon ba ma grub ba dang skye ba zhes byed ba chos de gnyis ni gnyis su med de gnyis su byar med do 
BO_K02_D0008-4_H0009-4:159a-8	mngon par ma grub pa ma gtogs par rga shi yang dag par rjes su mi mthong ste /	mngon ba ma grub ba ma gtogs ba rga chi yang dag ba rjes su mi mthong ste 
BO_K02_D0008-4_H0009-4:159a-9	de ltar na mngon par ma grub pa dang / rga shi zhes bya ba'i chos de gnyis ni gnyis su med de gnyis su byar med do //	de ltar na mngon ba ma grub ba dang rga chi zhes byed ba chos de gnyis ni gnyis su med de gnyis su byar med do 
BO_K02_D0008-4_H0009-4:159a-10	mngon par ma grub pa ma gtogs par sbyin pa'i pha rol tu phyin pa yang dag par rjes su mi mthong ste /	mngon ba ma grub ba ma gtogs ba sbyin ba pha rol tu phyin ba yang dag ba rjes su mi mthong ste 
BO_K02_D0008-4_H0009-4:159a-11	de ltar na mngon par ma grub pa dang / sbyin pa'i pha rol tu phyin pa zhes bya ba'i chos de gnyis ni gnyis su med de gnyis su byar med do //	de ltar na mngon ba ma grub ba dang sbyin ba pha rol tu phyin ba zhes byed ba chos de gnyis ni gnyis su med de gnyis su byar med do 
BO_K02_D0008-4_H0009-4:159a-12	mngon par ma grub pa ma gtogs par tshul khrims kyi pha rol tu phyin pa yang dag par rjes su mi mthong ste /	mngon ba ma grub ba ma gtogs ba tshul khrims kyi pha rol tu phyin ba yang dag ba rjes su mi mthong ste 
BO_K02_D0008-4_H0009-4:159b-0	de ltar na mngon par ma grub pa dang / tshul khrims kyi @159b pha rol tu phyin pa zhes bya ba'i chos de gnyis ni gnyis su med de gnyis su byar med do //	de ltar na mngon ba ma grub ba dang tshul khrims kyi pha rol tu phyin ba zhes byed ba chos de gnyis ni gnyis su med de gnyis su byar med do 
BO_K02_D0008-4_H0009-4:159b-1	mngon par ma grub pa ma gtogs par bzod pa'i pha rol tu phyin pa yang dag par rjes su mi mthong ste /	mngon ba ma grub ba ma gtogs ba bzod ba pha rol tu phyin ba yang dag ba rjes su mi mthong ste 
